taxid	length_gmean	width_gmean	volume_gmean	surface_gmean	length_amean	width_amean	volume_amean	surface_amean	shape	length_ranges	width_ranges	sources	species	genus	family	order	class	phylum	superkingdom
1296538	2.0	0.9	1.0814932709982863	5.6548667764616285	2.0	0.9	1.0814932709982863	5.654866776461628	rod-shaped	['2.0', ' 2.0']	['0.9', ' 0.9']	['bacdive']	Lactiplantibacillus mudanjiangensis	Lactiplantibacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
1296539	3.0000000000000004	0.9	1.7176657833502196	8.482300164692441	3.0	0.9	1.7176657833502196	8.482300164692441	rod-shaped	['3.0', ' 3.0']	['0.9', ' 0.9']	['bacdive']	Lacticaseibacillus songhuajiangensis	Lacticaseibacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
1296540	2.0	0.9	1.0814932709982863	5.6548667764616285	2.0	0.9	1.0814932709982863	5.654866776461628	rod-shaped	['2.0', ' 2.0']	['0.9', ' 0.9']	['bacdive']	Paucilactobacillus nenjiangensis	Paucilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
1297617	3.5	0.5	0.6544984694978736	5.497787143782138	3.5	0.5	0.6544984694978736	5.497787143782138	rod-shaped	['3.5', ' 3.5']	['0.5', ' 0.5']	['bacdive']	Intestinimonas butyriciproducens	Intestinimonas		Eubacteriales	Clostridia	Firmicutes	Bacteria
1298735	2.13	0.38	0.22720102790516497	2.5428050938155784	2.13	0.38	0.227201027905165	2.5428050938155784	rod-shaped	['2.13', ' 2.13']	['0.38', ' 0.38']	['bacdive']	Algimonas ampicilliniresistens	Algimonas	Robiginitomaculaceae	Maricaulales	Alphaproteobacteria	Proteobacteria	Bacteria
1300272	1.7320508075688772	1.0	1.0985501353765137	5.441398092702653	1.75	1.0	1.112647398146385	5.497787143782138	rod-shaped	['1.5', ' 2.0']	['1.0', ' 1.0']	['bacdive']	Mesorhizobium kowhaii	Mesorhizobium	Phyllobacteriaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria
1300283	2.121320343559643	0.5916079783099616	0.5289194733447614	3.9426674893675404	2.25	0.6	0.5796238445873167	4.241150082346221	rod-shaped	['1.5', ' 3.0']	['0.5', ' 0.7']	['bacdive']	Mesorhizobium waitakense	Mesorhizobium	Phyllobacteriaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria
1300294	2.0	1.0	1.308996938995747	6.283185307179585	2.0	1.0	1.308996938995747	6.283185307179586	rod-shaped	['2.0', ' 2.0']	['1.0', ' 1.0']	['bacdive']	Mesorhizobium sophorae	Mesorhizobium	Phyllobacteriaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria
1300302	1.9364916731037085	0.648074069840786	0.5675256756780591	3.9426674893675395	2.0	0.6499999999999999	0.5917647911965022	4.08407044966673	rod-shaped	['1.5', ' 2.5']	['0.6', ' 0.7']	['bacdive']	Mesorhizobium newzealandense	Mesorhizobium	Phyllobacteriaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria
1300310	2.0	1.0	1.308996938995747	6.283185307179585	2.0	1.0	1.308996938995747	6.283185307179586	rod-shaped	['2.0', ' 2.0']	['1.0', ' 1.0']	['bacdive']	Mesorhizobium calcicola	Mesorhizobium	Phyllobacteriaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria
1302235	1.5	0.5	0.2617993877991494	2.356194490192345	1.5	0.5	0.2617993877991494	2.356194490192345	rod-shaped	['1.5', ' 1.5']	['0.5', ' 0.5']	['bacdive']	Arcanobacterium phocisimile	Arcanobacterium	Actinomycetaceae	Actinomycetales	Actinomycetia	Actinobacteria	Bacteria
1302236	1.6	0.46	0.24042189698902214	2.312212193042088	1.6	0.46	0.2404218969890221	2.312212193042088	rod-shaped	['1.6', ' 1.6']	['0.46', ' 0.46']	['bacdive']	Mucilaginibacter gynuensis	Mucilaginibacter	Sphingobacteriaceae	Sphingobacteriales	Sphingobacteriia	Bacteroidetes	Bacteria
1302659	1.224744871391589	1.224744871391589	0.9619123726213976	4.712388980384689	1.25	1.25	1.0226538585904277	4.908738521234052	coccus-shaped	['1.0', ' 1.5']	['1.0', ' 1.5']	['bacdive']	Planococcus versutus	Planococcus	Planococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria
1302730	7.25	0.4	0.8943067087218944	9.110618695410402	7.25	0.4	0.8943067087218944	9.1106186954104	rod-shaped	['7.25', ' 7.25']	['0.4', ' 0.4']	['bacdive']	Gracilimonas mengyeensis	Gracilimonas	Balneolaceae	Balneolales	Balneolia	Balneolaeota	Bacteria
1303085	1.9	0.5	0.3403392041388942	2.9845130209103035	1.9	0.5	0.3403392041388942	2.9845130209103035	rod-shaped	['1.9', ' 1.9']	['0.5', ' 0.5']	['bacdive']	Taibaiella smilacinae	Taibaiella	Chitinophagaceae	Chitinophagales	Chitinophagia	Bacteroidetes	Bacteria
1304158	1.15	0.5	0.1930770485018726	1.8064157758141308	1.15	0.5	0.1930770485018726	1.8064157758141308	rod-shaped	['1.15', ' 1.15']	['0.5', ' 0.5']	['bacdive']	Salinisphaera halophila	Salinisphaera	Salinisphaeraceae	Salinisphaerales	Gammaproteobacteria	Proteobacteria	Bacteria
1304270	1.4	1.0	0.837758040957278	4.39822971502571	1.4	1.0	0.837758040957278	4.39822971502571	rod-shaped	['1.4', ' 1.4']	['1.0', ' 1.0']	['bacdive']	Salinisphaera japonica	Salinisphaera	Salinisphaeraceae	Salinisphaerales	Gammaproteobacteria	Proteobacteria	Bacteria
1305674	0.95	0.3499999999999999	0.08017606251348951	1.044579557318606	0.95	0.35	0.0801760625134895	1.044579557318606	rod-shaped	['0.95', ' 0.95']	['0.35', ' 0.35']	['bacdive']	Parapedobacter pyrenivorans	Parapedobacter	Sphingobacteriaceae	Sphingobacteriales	Sphingobacteriia	Bacteroidetes	Bacteria
1306518	1.7320508075688772	0.7071067811865476	0.5876147003761992	3.847649490485592	1.75	0.75	0.662679700366597	4.123340357836604	rod-shaped	['1.5', ' 2.0']	['0.5', ' 1.0']	['bacdive']	Flavobacterium keumense	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria
1306519	1.7972200755611427	0.4242640687119284	0.23408302916030133	2.395451522947887	1.7999999999999998	0.4499999999999999	0.2624211613451723	2.544690049407732	rod-shaped	['1.7', ' 1.9']	['0.3', ' 0.6']	['bacdive']	Flavobacterium commune	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria
1306852	3.2	0.6	0.8482300164692442	6.031857894892402	3.2	0.6	0.8482300164692442	6.031857894892403	rod-shaped	['3.2', ' 3.2']	['0.6', ' 0.6']	['bacdive']	Paenibacillus etheri	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
1309792	2.7	0.3	0.18378317023500287	2.5446900494077327	2.7	0.3	0.1837831702350029	2.5446900494077327	rod-shaped	['2.7', ' 2.7']	['0.3', ' 0.3']	['bacdive']	Gracilimonas rosea	Gracilimonas	Balneolaceae	Balneolales	Balneolia	Balneolaeota	Bacteria
1310421	2.82842712474619	0.282842712474619	0.1717914736087902	2.5132741228718345	3.0	0.3	0.204988920646734	2.8274333882308142	rod-shaped	['2.0', ' 4.0']	['0.2', ' 0.4']	['bacdive']	Reinekea marina	Reinekea	Saccharospirillaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria
1312182	1.58	0.5	0.2775073510670984	2.4818581963359367	1.58	0.5	0.2775073510670984	2.4818581963359367	rod-shaped	['1.58', ' 1.58']	['0.5', ' 0.5']	['bacdive']	Rhizobium calliandrae	Rhizobium	Rhizobiaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria
1312364	1.414213562373095	0.3464101615137754	0.1224036919593456	1.5390597961942365	1.5	0.35	0.1330922637723925	1.6493361431346414	rod-shaped	['1.0', ' 2.0']	['0.3', ' 0.4']	['bacdive']	Brevundimonas albigilva	Brevundimonas	Caulobacteraceae	Caulobacterales	Alphaproteobacteria	Proteobacteria	Bacteria
1312905	6.0	0.5	1.1453723216212788	9.424777960769381	6.0	0.5	1.1453723216212788	9.42477796076938	rod-shaped	['6.0', ' 6.0']	['0.5', ' 0.5']	['bacdive']	Desulfocurvus thunnarius	Desulfocurvus	Desulfovibrionaceae	Desulfovibrionales	Deltaproteobacteria	Proteobacteria	Bacteria
1316941	2.2	0.4	0.2597049926967563	2.7646015351590183	2.2	0.4	0.2597049926967563	2.7646015351590183		['2.2', ' 2.2']	['0.4', ' 0.4']	['bacdive']	Archaeoglobus sulfaticallidus	Archaeoglobus	Archaeoglobaceae	Archaeoglobales	Archaeoglobi	Euryarchaeota	Archaea
1321365	3.25	0.65	1.0065531962407797	6.636614480708438	3.25	0.65	1.0065531962407797	6.636614480708438	rod-shaped	['3.25', ' 3.25']	['0.65', ' 0.65']	['bacdive']	Tistlia consotensis	Tistlia	Rhodovibrionaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria
1324217	4.0	0.4	0.4858996637552213	5.026548245743669	4.0	0.4	0.4858996637552213	5.026548245743669	rod-shaped	['4.0', ' 4.0']	['0.4', ' 0.4']	['bacdive']	Imperialibacter roseus	Imperialibacter	Flammeovirgaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria
1324350	1.224744871391589	0.8	0.4815826319245302	3.078119592388473	1.25	0.8	0.4942772441647941	3.141592653589793	rod-shaped	['1.0', ' 1.5']	['0.8', ' 0.8']	['bacdive']	Acinetobacter equi	Acinetobacter	Moraxellaceae	Moraxellales	Gammaproteobacteria	Proteobacteria	Bacteria
1324766	1.0	0.75	0.33133985018329853	2.356194490192345	1.0	0.75	0.3313398501832985	2.356194490192345	ovoid-shaped	['1.0', ' 1.0']	['0.75', ' 0.75']	['bacdive']	Rothia endophytica	Rothia	Micrococcaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria
1324946	1.75	0.7	0.5836817350982035	3.848451000647497	1.75	0.7	0.5836817350982035	3.848451000647497	rod-shaped	['1.75', ' 1.75']	['0.7', ' 0.7']	['bacdive']	Sphingobacterium changzhouense	Sphingobacterium	Sphingobacteriaceae	Sphingobacteriales	Sphingobacteriia	Bacteroidetes	Bacteria
1325358	2.1330729007701543	0.6324555320336759	0.6038940270244579	4.238240202015765	2.4	0.7	0.8338310501402907	5.277875658030852	rod-shaped	['1.3', ' 3.5']	['0.4', ' 1.0']	['bacdive']	Paenibacillus silvae	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
1325360	2.04939015319192	0.7071067811865476	0.7122335699892421	4.552600272623071	2.35	0.75	0.9277515805132358	5.537057051952011	rod-shaped	['1.2', ' 3.5']	['0.5', ' 1.0']	['bacdive']	Paenibacillus segetis	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
1325436	1.4	0.55	0.2890592490537358	2.419026343264141	1.4	0.55	0.2890592490537358	2.419026343264141	rod-shaped	['1.4', ' 1.4']	['0.55', ' 0.55']	['bacdive']	Formosa undariae	Formosa	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria
1325931	2.6076809620810595	1.019803902718557	1.852327152975576	8.354510298306176	2.7	1.05	2.034868466592364	8.906415172927064		['2.0', ' 3.4']	['0.8', ' 1.3']	['bacdive']	Bacillus pervagus	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
1325932	2.32379000772445	0.6708203932499369	0.7422660161604482	4.897258283432389	2.55	0.7	0.8915578151500031	5.60774288665778		['1.5', ' 3.6']	['0.5', ' 0.9']	['bacdive']	Robertmurraya andreesenii	Robertmurraya	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
1326968	2.0976176963403037	0.7483314773547882	0.8128693236010726	4.931399927432794	2.1	0.75	0.8173049637854697	4.948008429403925	rod-shaped	['2.0', ' 2.2']	['0.7', ' 0.8']	['bacdive']	Bacillus australimaris	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
1327753	1.85	0.85	0.8890052711189615	4.94015444776995	1.85	0.85	0.8890052711189615	4.94015444776995	rod-shaped	['1.85', ' 1.85']	['0.85', ' 0.85']	['bacdive']	Amorphus suaedae	Amorphus	Amorphaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria
1328930	4.242640687119285	0.7071067811865476	1.573521040597755	9.424777960769381	4.5	0.75	1.8775924843720249	10.602875205865551	rod-shaped	['3.0', ' 6.0']	['0.5', ' 1.0']	['bacdive']	Desertibacillus haloalkaliphilus	Desertibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
1329262	2.82842712474619	0.282842712474619	0.1717914736087902	2.5132741228718345	3.0	0.3	0.204988920646734	2.8274333882308142	rod-shaped	['2.0', ' 4.0']	['0.2', ' 0.4']	['bacdive']	Mobilisporobacter senegalensis	Mobilisporobacter	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
1329800	2.7	0.55	0.5979170768097826	4.665265090580845	2.7	0.55	0.5979170768097826	4.665265090580844	rod-shaped	['2.7', ' 2.7']	['0.55', ' 0.55']	['bacdive']	Arenicella chitinivorans	Arenicella	Arenicellaceae	Arenicellales	Gammaproteobacteria	Proteobacteria	Bacteria
1329895	1.3	0.7	0.4105014400690662	2.8588493147667124	1.3	0.7	0.4105014400690662	2.858849314766712	rod-shaped	['1.3', ' 1.3']	['0.7', ' 0.7']	['bacdive']	Novosphingobium lindaniclasticum	Novosphingobium	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria
1332264	1.42828568570857	1.42828568570857	1.5256112179328312	6.408849013323177	1.45	1.45	1.5962563172583637	6.60519855417254	coccus-shaped	['1.2', ' 1.7']	['1.2', ' 1.7']	['bacdive']	Tessaracoccus aquimaris	Tessaracoccus	Propionibacteriaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria
1332631	2.1	0.7	0.7183775201208659	4.618141200776996	2.1	0.7	0.7183775201208659	4.618141200776996	rod-shaped	['2.1', ' 2.1']	['0.7', ' 0.7']	['bacdive']	Pontibacter toksunensis	Pontibacter	Hymenobacteraceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria
1332658	1.4966629547095769	0.5916079783099616	0.3572078052603408	2.781684714422909	1.5	0.6	0.3675663404700058	2.827433388230814	rod-shaped	['1.4', ' 1.6']	['0.5', ' 0.7']	['bacdive']	Pacificibacter aestuarii	Pacificibacter	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria
1333845	2.25	0.45	0.3339905689847649	3.1808625617596658	2.25	0.45	0.3339905689847649	3.1808625617596658	rod-shaped	['2.25', ' 2.25']	['0.45', ' 0.45']	['bacdive']	Paenibacillus sophorae	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
1335616	2.121320343559643	0.9797958971132712	1.353188290345934	6.529677711243184	2.25	1.0	1.505346479845109	7.0685834705770345	rod-shaped	['1.5', ' 3.0']	['0.8', ' 1.2']	['bacdive']	Paucilactobacillus wasatchensis	Paucilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
1341165	1.4	0.3499999999999999	0.12347113627077377	1.5393804002589986	1.4	0.35	0.1234711362707738	1.5393804002589986	rod-shaped	['1.4', ' 1.4']	['0.35', ' 0.35']	['bacdive']	Flavobacterium enshiense	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria
1341549	1.414213562373095	1.0	0.8489213467404418	4.442882938158366	1.5	1.0	0.9162978572970228	4.71238898038469	rod-shaped	['1.0', ' 2.0']	['1.0', ' 1.0']	['bacdive']	Ampullimonas aquatilis	Ampullimonas	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
1341696	0.25	0.15	0.0035342917352885	0.1178097245096172	0.25	0.15	0.0035342917352885	0.1178097245096172	rod-shaped	['0.25', ' 0.25']	['0.15', ' 0.15']	['bacdive']	Rehaibacterium terrae	Rehaibacterium	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
1344003	1.35	0.65	0.3760748205734781	2.756747553525044	1.35	0.65	0.3760748205734781	2.756747553525044	rod-shaped	['1.35', ' 1.35']	['0.65', ' 0.65']	['bacdive']	Williamsia sterculiae	Williamsia	Nocardiaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria
1344585	0.75	0.5	0.11453723216212783	1.1780972450961724	0.75	0.5	0.1145372321621278	1.1780972450961724	rod-shaped	['0.75', ' 0.75']	['0.5', ' 0.5']	['bacdive']	Winogradskyella psychrotolerans	Winogradskyella	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria
1346889	1.7291616465790582	0.7348469228349535	0.6294768697347589	3.9919247570562852	1.7999999999999998	0.75	0.6847690237121501	4.241150082346221	rod-shaped	['1.3', ' 2.3']	['0.6', ' 0.9']	['bacdive']	Roseomonas eburnea	Roseomonas	Acetobacteraceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria
1347891	0.7745966692414834	0.4582575694955839	0.10256300255203202	1.115154767078211	0.8	0.5	0.1243547092045959	1.2566370614359172	oval-shaped	['0.6', ' 1.0']	['0.3', ' 0.7']	['bacdive']	Naumannella cuiyingiana	Naumannella	Propionibacteriaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria
1348114	1.907878402833891	0.6324555320336759	0.5331470889899174	3.790797278671876	2.0	0.65	0.5917647911965025	4.084070449666731	rod-shaped	['1.4', ' 2.6']	['0.5', ' 0.8']	['bacdive']	Pseudoalteromonas piratica	Pseudoalteromonas	Pseudoalteromonadaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria
1348249	1.65	0.6	0.4099778412934679	3.110176727053895	1.65	0.6	0.4099778412934679	3.110176727053895	rod-shaped	['1.65', ' 1.65']	['0.6', ' 0.6']	['bacdive']	Methanobrevibacter boviskoreani	Methanobrevibacter	Methanobacteriaceae	Methanobacteriales	Methanobacteria	Euryarchaeota	Archaea
1353775	1.05	0.3499999999999999	0.08979719001510822	1.154535300194249	1.05	0.35	0.0897971900151082	1.154535300194249	rod-shaped	['1.05', ' 1.05']	['0.35', ' 0.35']	['bacdive']	Nocardioides endophyticus	Nocardioides	Nocardioidaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria
1353888	1.161895003862225	0.529150262212918	0.21672531647002913	1.9315047148820983	1.2	0.55	0.2415426601681902	2.073451151369264	rod-shaped	['0.9', ' 1.5']	['0.4', ' 0.7']	['bacdive']	Achromobacter agilis	Achromobacter	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
1353889	1.161895003862225	0.529150262212918	0.21672531647002913	1.9315047148820983	1.2	0.55	0.2415426601681902	2.073451151369264	rod-shaped	['0.9', ' 1.5']	['0.4', ' 0.7']	['bacdive']	Achromobacter pestifer	Achromobacter	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
1353890	1.161895003862225	0.529150262212918	0.21672531647002913	1.9315047148820983	1.2	0.55	0.2415426601681902	2.073451151369264	rod-shaped	['0.9', ' 1.5']	['0.4', ' 0.7']	['bacdive']	Achromobacter kerstersii	Achromobacter	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
1353891	1.3416407864998738	0.529150262212918	0.256253478587402	2.230309534156422	1.45	0.55	0.3009383962751223	2.50542014123786	rod-shaped	['0.9', ' 2.0']	['0.4', ' 0.7']	['bacdive']	Achromobacter deleyi	Achromobacter	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
1355477	1.35	1.35	1.288249337512665	5.725552611167398	1.35	1.35	1.288249337512665	5.725552611167398	rod-shaped	['1.35', ' 1.35']	['1.35', ' 1.35']	['bacdive']	Bradyrhizobium diazoefficiens	Bradyrhizobium	Bradyrhizobiaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria
1355755	2.82842712474619	0.8944271909999159	1.5898247824355936	7.94767061263688	3.0	0.9	1.7176657833502196	8.482300164692441	rod-shaped	['2.0', ' 4.0']	['0.8', ' 1.0']	['bacdive']	Paenibacillus eucommiae	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
1356243	1.65	0.4	0.1905899543177807	2.0734511513692637	1.65	0.4	0.1905899543177807	2.0734511513692637	rod-shaped	['1.65', ' 1.65']	['0.4', ' 0.4']	['bacdive']	Paenibacillus oceanisediminis	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
1358440	1.75	1.0	1.112647398146385	5.497787143782138	1.75	1.0	1.112647398146385	5.497787143782138	ovoid-shaped	['1.75', ' 1.75']	['1.0', ' 1.0']	['bacdive']	Lutibaculum baratangense	Lutibaculum	Tepidamorphaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria
1365950	1.7320508075688772	1.095445115010332	1.288275195238067	5.960752959477659	1.75	1.15	1.4195417304939375	6.322455215349458	rod-shaped	['1.5', ' 2.0']	['0.8', ' 1.5']	['bacdive']	Consotaella salsifontis	Consotaella	Aurantimonadaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria
1366656	1.7549928774784245	0.9049861877399014	0.9348421059679052	4.989616668025303	1.8	0.935	1.0219115591512462	5.287300435991622	rod-shaped	['1.4', ' 2.2']	['0.7', ' 1.17']	['bacdive']	Nitrincola alkalisediminis	Nitrincola	Oceanospirillaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria
1367852	1.697056274847714	0.4866210024238576	0.2854547752585037	2.5944001788221733	1.7999999999999998	0.53	0.3581371119196438	2.9970793915246627	rod-shaped	['1.2', ' 2.4']	['0.32', ' 0.74']	['bacdive']	Izhakiella capsodis	Izhakiella	Erwiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
1377991	0.7348469228349535	0.1414213562373095	0.010802467981763696	0.3264838855621592	0.75	0.15	0.0123700210735098	0.3534291735288518	rod-shaped	['0.6', ' 0.9']	['0.1', ' 0.2']	['bacdive']	Puzihella rosea	Puzihella	Microbacteriaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria
1379159	1.8	0.5	0.3207042500539579	2.827433388230814	1.8	0.5	0.320704250053958	2.827433388230814	rod-shaped	['1.8', ' 1.8']	['0.5', ' 0.5']	['bacdive']	Dyella jiangningensis	Dyella	Rhodanobacteraceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
1380157	3.9799497484264803	0.648074069840786	1.2415955278000983	8.103116941002842	4.0	0.6499999999999999	1.255426239267346	8.16814089933346	rod-shaped	['3.6', ' 4.4']	['0.6', ' 0.7']	['bacdive']	Terrilactibacillus laevilacticus	Terrilactibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
1380675	3.8457769046058816	0.848528137423857	2.0147918189802225	10.25180195606218	4.0	0.8999999999999999	2.353838295702152	11.309733552923252	rod-shaped	['2.9', ' 5.1']	['0.6', ' 1.2']	['bacdive']	Haloimpatiens lingqiaonensis	Haloimpatiens	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
1382359	1.4866068747318506	0.7937253933193772	0.6046623368457611	3.706946210513003	1.5	0.8	0.6199409503083859	3.769911184307752	rod-shaped	['1.3', ' 1.7']	['0.7', ' 0.9']	['bacdive']	Acidobacterium ailaaui	Acidobacterium	Acidobacteriaceae	Acidobacteriales	Acidobacteriia	Acidobacteria	Bacteria
1382466	3.0000000000000004	0.7483314773547882	1.209757789828016	7.052858015123397	3.0	0.75	1.214912784005428	7.0685834705770345	rod-shaped	['3.0', ' 3.0']	['0.7', ' 0.8']	['bacdive']	Winogradskyella sediminis	Winogradskyella	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria
1383067	3.0000000000000004	0.5	0.5563236990731926	4.71238898038469	3.0	0.5	0.5563236990731926	4.71238898038469	rod-shaped	['3.0', ' 3.0']	['0.5', ' 0.5']	['bacdive']	Desulfotomaculum profundi	Desulfotomaculum	Peptococcaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria
1383851	7.071067811865476	2.0	20.12001958839864	44.42882938158366	7.5	2.5	32.72492347489368	58.90486225480862	rod-shaped	['5.0', ' 10.0']	['1.0', ' 4.0']	['bacdive']	Halorubrum halodurans	Halorubrum	Halorubraceae	Haloferacales	Halobacteria	Euryarchaeota	Archaea
1383882	2.529822128134703	0.8944271909999159	1.402205729699623	7.108612701053384	2.6	0.9	1.4631967784094464	7.351326809400116	rod-shaped	['2.0', ' 3.2']	['0.8', ' 1.0']	['bacdive']	Lewinella maritima	Lewinella	Lewinellaceae	Saprospirales	Saprospiria	Bacteroidetes	Bacteria
1384487	0.848528137423857	0.3464101615137754	0.06908909670144521	0.923435877716542	0.8999999999999999	0.35	0.0753654987626801	0.9896016858807848	rod-shaped	['0.6', ' 1.2']	['0.3', ' 0.4']	['bacdive']	Formosimonas limnophila	Formosimonas	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
1384638	2.75	0.9	1.5586226552622364	7.775441817634739	2.75	0.9	1.5586226552622364	7.7754418176347375	rod-shaped	['2.75', ' 2.75']	['0.9', ' 0.9']	['bacdive']	Aridibacter famidurans	Aridibacter	Blastocatellaceae	Blastocatellales	Blastocatellia	Acidobacteria	Bacteria
1384639	2.75	0.65	0.8406378342230688	5.615596868291755	2.75	0.65	0.8406378342230688	5.615596868291755	rod-shaped	['2.75', ' 2.75']	['0.65', ' 0.65']	['bacdive']	Aridibacter kavangonensis	Aridibacter	Blastocatellaceae	Blastocatellales	Blastocatellia	Acidobacteria	Bacteria
1385522	1.9	0.4	0.22200588085367873	2.3876104167282426	1.9	0.4	0.2220058808536787	2.3876104167282426	rod-shaped	['1.9', ' 1.9']	['0.4', ' 0.4']	['bacdive']	Lysobacter arseniciresistens	Lysobacter	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
1386092	2.2	0.65	0.6581309360035869	4.4924774946334045	2.2	0.65	0.6581309360035869	4.4924774946334045	rod-shaped	['2.2', ' 2.2']	['0.65', ' 0.65']	['bacdive']	Cellulomonas carbonis	Cellulomonas	Cellulomonadaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria
1386098	1.15	0.45	0.1590431280879833	1.6257741982327178	1.15	0.45	0.1590431280879833	1.6257741982327178	rod-shaped	['1.15', ' 1.15']	['0.45', ' 0.45']	['bacdive']	Actinotalea ferrariae	Actinotalea	Cellulomonadaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria
1387353	1.9364916731037085	1.9364916731037085	3.802292508725261	11.780972450961725	2.0	2.0	4.188790204786391	12.566370614359172	sphere-shaped	['1.5', ' 2.5']	['1.5', ' 2.5']	['bacdive']	Paludisphaera borealis	Paludisphaera	Isosphaeraceae	Isosphaerales	Planctomycetia	Planctomycetes	Bacteria
1387834	4.024922359499622	0.848528137423857	2.1160961870834942	10.72935532705979	4.05	0.8500000000000001	2.1373956518392063	10.814932709982864	rod-shaped	['3.6', ' 4.5']	['0.8', ' 0.9']	['bacdive']	Paenibacillus terreus	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
