ID	designation	strain	type_strain	species	shape	reference	taxid	length	width	volume	surface
23149	SYR-2	DSM 21377, NBRC 104351	1	Pseudenhygromyxa salsuginis	rod-shaped	30624	442868	3.5	0.65	1.0895108772496351	7.147123286916779
133584	KYW314	KCTC 22740, JCM 16344	1	Pseudidiomarina aestuarii	rod-shaped	29656	624146	0.9899494936611665	0.3	0.06290682280541723	0.9330054170132569
133757	SW15	LMG 25374, BCRC 80083	1	Pseudidiomarina aquimaris	rod-shaped	30417	641841	1.6	0.8	0.6702064327658227	4.0212385965949355
133467	908033	CGMCC 1.7284, JCM 15533	1	Pseudidiomarina donghaiensis	rod-shaped	29079	519452	1.2	0.5	0.2028945255443408	1.8849555921538759
133427	PIM1	BCRC 17749, JCM 15083	1	Pseudidiomarina marina	rod-shaped	28905	502366	2.75	0.7	0.9685268351629531	6.047565858160352
133466	908087	CGMCC 1.7285, JCM 15534	1	Pseudidiomarina tainanensis	rod-shaped	29079	519453	1.75	0.5	0.3108867730114899	2.748893571891069
6236	ISL-52	DSM 21900, CCUG 54359, KCTC 12971	1	Pseudidiomarina salinarum	rod-shaped	32249	435908	2.25	0.45	0.3339905689847649	3.1808625617596658
6237	c121	DSM 21906, CICC 10319, LMG 24046	1	Pseudidiomarina sediminum	rod-shaped	32253	1122124	1.5	0.3	0.09896016858807848	1.413716694115407
133426	PIN1	BCRC 17750, JCM 15084	1	Pseudidiomarina tainanensis	rod-shaped	28905	502365	2.85	0.75	1.1486448139687682	6.715154297048183
6235	PIT1	DSM 19709, BCRC 17465, JCM 13360	1	Pseudidiomarina taiwanensis	rod-shaped	31684	337250	1.3856406460551018	0.6928203230275509	0.4353118474162122	3.015928947446201
159881	PCS8	KCTC 62038, JCM 32226	1	Pseudaeromonas paramecii	rod-shaped	66555	2138166	2.0493901531919194	0.7071067811865476	0.712233569989242	4.55260027262307
141083	DB-2	KCTC 42779, CECT 8945	1	Pseudoalteromonas aestuariivivens	rod-shaped	43982		1.3228756555322954	0.3741657386773941	0.13174388485119423	1.5550090283554279
133879	k53	JCM 17292, NCIMB 14688	1	Pseudoalteromonas arabiensis	rod-shaped	30751	874454	1.25	0.65	0.34289174816993595	2.552544031041707
134146	FR1199	JCM 12483, KCTC 12274	1	Pseudoalteromonas byunsanensis	rod-shaped	31530	327939	1.75	0.65	0.508807110187647	3.5735616434583894
140827	rzy34	CGMCC 1.15325, KCTC 42730	1	Pseudoalteromonas fenneropenaei	rod-shaped	43621		2.32379000772445	1.019803902718557	1.6204410214524727	7.444978060177065
448		DSM 15748, CIP 105339, KMM 216	1	Pseudoalteromonas fuliginea	rod-shaped	43169	43655	2.1213203435596424	0.6324555320336759	0.6002018522851141	4.214888838624436
132999	NH153	DSM 100951, CGMCC 1.15370	1	Pseudoalteromonas gelatinilytica	rod-shaped	43159	1703256	1.8165902124584952	0.4472135954999579	0.2619332741986674	2.552241936948568
12702		DSM 22356, CGMCC 1.8499, JCM 15903, LMEB 39	1	Pseudoalteromonas lipolytica	rod-shaped	29639	1315275	1.4142135623730951	0.6324555320336759	0.37805770537719596	2.809925892416291
140626		KCCM 43187, JCM 31286, PAMC 28425	1	Pseudoalteromonas neustonica	rod-shaped	43151	1840331	2.280350850198276	0.7211102550927979	0.8331425160908477	5.1659858982139735
140699	OCN003	CCOS 1042, CIP 111189	1	Pseudoalteromonas piratica	rod-shaped	43469		1.9078784028338913	0.6324555320336759	0.5331470889899174	3.7907972786718767
133216		TP162, KACC 18554, CGMCC 1.15394	1	Pseudoalteromonas profundi	rod-shaped	25045	1774956	1.7549928774784245	0.529150262212918	0.3471543510528956	2.917455541306407
134140	UST010723-006	NRRL B-41100, JCM 12884	1	Pseudoalteromonas spongiae	rod-shaped	31476	298657	1.35	0.5	0.23234695667174513	2.1205750411731104
132597	GS 221	DSM 18116, KACC 14278, Gsoil 221	1	Pseudoflavitalea ginsenosidimutans	rod-shaped	43127	661488	1.9621416870348585	0.458257569495584	0.2984290944966405	2.824814181195065
158791	MM-14	KACC 19434, KCTC 62139, NBRC 113019	1	Pseudobizionia ponticola	rod-shaped	65549		2.23606797749979	0.34641016151377546	0.1998616457458165	2.433467205584167
7481	MJ28	DSM 26484, JCM 16921, KCTC 19773	1	Pseudoclavibacter caeni	rod-shaped	30063	908846	0.458257569495584	0.2449489742783178	0.017747229716203017	0.3526429007561699
7480		DSM 23821, CCUG 58142, KCTC 22691, CAU 59	1	Pseudoclavibacter chungangensis	rod-shaped	29545	587635	1.4866068747318506	0.14142135623730953	0.022611085692475268	0.6604820319495072
132433		DSM 29943, CGMCC 1.15081, KCTC 39112, EGI 60007	1	Pseudoclavibacter endophyticus	rod-shaped	43744	1778590	1.5905973720586866	0.4898979485566356	0.26903934520884326	2.4480244672677305
7475		DSM 20419, ATCC 13715, CIP 108565, JCM 9491, CCUG 43303, IFO 15775, TISTR 1509, IAM 14726	1	Pseudoclavibacter helvolus	rod-shaped	30029	255205	1.0	0.45	0.13518665887478581	1.413716694115407
7479	KP02	DSM 23366, JCM 15058, KCTC 19255	1	Pseudoclavibacter soli	rod-shaped	32523	452623	0.4	0.25	0.015544338650574497	0.3141592653589793
7476		DSM 17446, IAM 15030, JCM 12866, NBRC 15706, TISTR 1514	0	Gulosibacter faecalis	rod-shaped	29956	272240	0.8	0.35	0.06574437126106139	0.8796459430051421
7477	A59836	DSM 17449, IAM 14724, NBRC 15616, TISTR 1510, CCUG 50212, IFO 15616	0	Zimmermannella alba	rod-shaped	29956	272241	0.8	0.35	0.06574437126106139	0.8796459430051421
158356	BerOC1	DSM 103834, JCM 31820	1	Pseudodesulfovibrio hydrargyri	vibrio-shaped	65548	2125990	2.8	0.5	0.5170537909033202	4.39822971502571
132642	J2	DSM 101483, MCCC 1A01867	1	Pseudodesulfovibrio indicus	vibrio-shaped	24938	1716143	3.4641016151377544	0.5	0.647449838112938	5.441398092702653
13832	MCCC 1A00107, Y-2	DSM 18339, CGMCC 1.7081, LMG 24574	1	Pseudodonghicola xiamenensis	ovoid-shaped	28899	1121479	1.5	0.85	0.6903977105498319	4.005530633326986
133214	E3/2	E3/2, LMG 29678, CCM 8698, DSM 103461	1	Pseudoduganella danionis	rod-shaped	25016	1890295	1.876166303929372	0.99498743710662	1.2009199627576301	5.864605478369043
141160	10R5-21	KEMB 563-061, JCM 31587	1	Pseudoduganella eburnea	rod-shaped	44081		1.7320508075688772	0.4472135954999579	0.24865385553166358	2.433467205584167
141090		KCCM 43046, JCM 30369, MEBiC 08749	1	Pseudofulvibacter gastropodicola	rod-shaped	43997		2.0346989949375804	0.4898979485566356	0.35275052896186154	3.1315234204652507
133876	YCS-9	KCTC 23884, CCUG 62114	1	Pseudofulvibacter geojedonensis	rod-shaped	30744	1123758	2.9	0.45	0.437368602241954	4.09977841293468
140903	RZW2-1	JCM 30826, MCCC 1K00695	1	Pseudofulvibacter marinus	rod-shaped	43745		1.5491933384829668	0.3	0.10243744078071049	1.4600803233505002
158768	DT7-02	KCTC 33854, JCM 31192	1	Pseudogracilibacillus endophyticus	rod-shaped	65523		2.1633307652783937	0.7	0.7427500548216065	4.757412827638371
140619	NIOT.bflm.S4	TBRC 5831, MTCC 12376, KACC 18456	1	Pseudogracilibacillus marinus	rod-shaped	43138	1593363	2.8284271247461903	0.4472135954999579	0.42087224471236756	3.9738353063184406
133838	yH16	KCCM 90100, JCM 17850	1	Pseudogulbenkiania gefcensis	rod-shaped	30638	1037320	0.7	0.4	0.07120943348136864	0.879645943005142
10526	BP-5	DSM 22618, BCRC 17727, LMG 24211	1	Pseudogulbenkiania subflava	rod-shaped	32601	1123014	1.2649110640673518	0.31622776601683794	0.09106705910313093	1.2566370614359175
496	CM41-15a	DSM 19751, CIP 109758, MOLA 104	1	Pseudohaliea rubra	rod-shaped	28941	1265313	2.7	0.5	0.49741883681838395	4.241150082346221
133284		SCS-49, CGMCC 1.15425, KCTC 52155, MCCC 1K03186	1	Pseudohongiella nitratireducens	rod-shaped	25110	1768907	1.4866068747318506	0.5916079783099616	0.3544434958994214	2.762994571880774
141047	SKC1-2	DSM 103726, KCCM 43221	1	Pseudokineococcus basanitobsidens	coccus-shaped	43927	1926649	1.3964240043768943	1.3964240043768943	1.42577350287024	6.126105674500098
7345	MSL-13	DSM 19272, JCM 16015, KACC 21108, KCTC 19267	1	Pseudolysinimonas kribbensis	rod-shaped	28931	433641	1.1	0.95	0.5552437765985211	3.282964323001334
158715	DBTF-15	KACC 19431, NBRC 113039	1	Pseudomaribius aestuariivivens	rod-shaped	65457		0.7071067811865476	0.6928203230275509	0.17951060680625952	1.5390597961942367
159712	MT5	KCTC 62295, MCCC 1K03351	1	Pseudomonas abyssi	rod-shaped	66559	170540	2.592296279363144	0.4898979485566356	0.45785514090663965	3.9896989833917185
12763	PAO	DSM 1707	0	Pseudomonas aeruginosa	rod-shaped	43271	1537369	7.41544334480414	0.6587867636800242	2.4527968357665793	15.347295621083548
13115	CH01	DSM 17259, CECT 7010, LMG 22563, CCUG 50743	1	Pseudomonas argentinensis	rod-shaped	31385	289370	1.6	0.6	0.3958406743523139	3.0159289474462017
13124	6H33b	DSM 17556, ATCC BAA 1049, JCM 12708, CCUG 53885, CIP 108866	1	Pseudomonas azotifigens	rod-shaped	31448	291995	3.5	0.5	0.6544984694978736	5.497787143782138
13131	R-20821	CCUG 53773, DSM 17834, LMG 23199	1	Pseudomonas borbori	rod-shaped	31765	289003	2.449489742783178	1.0	1.6620253574436463	7.695298980971184
13175	HY-14	DSM 24390, CCTCC AB 208156, KCTC 22292	1	Pseudomonas caeni	rod-shaped	29055	521719	1.5	0.55	0.3128175434965087	2.5918139392115798
133410	2-92	LMG 28499, DOAB 798	1	Pseudomonas canadensis	rod-shaped	25275	915099	2.3	0.5	0.41887902047863906	3.6128315516282616
13172	1N	DSM 23418, CIP 109853, LMG 24676	1	Pseudomonas cuatrocienegasensis	rod-shaped	29099	543360	1.2	0.53	0.22576610546063788	1.9980529276831085
13153	RLD-1	DSM 18900, CCUG 55753, CCM 7361, MTCC 7601, CIP 109527	1	Pseudomonas delhiensis	rod-shaped	31831	366289	1.5	0.5	0.2617993877991494	2.356194490192345
13163	HR2	DSM 21419, CGMCC 1.6858, KCTC 22129	1	Pseudomonas duriflava	rod-shaped	32574	459528	0.9	0.7	0.2565634000431664	1.9792033717615698
158761	GEV388	LMG 30013, ATCC TSD-90	1	Pseudomonas floridensis	rod-shaped	65513	459528	2.5099800796022267	0.75	0.9984286146568544	5.91400123405131
158598	ASS-1	KCTC 52437, CCM 8778	1	Pseudomonas fluvialis	rod-shaped	65314		1.0954451150103324	0.14142135623730953	0.016466731138943373	0.48669344111683355
133985	CC-CY503	BCRC 80437, JCM 18415	1	Pseudomonas formosensis	rod-shaped	31000	1002526	1.7	0.8	0.7204719152232592	4.2725660088821185
12966	KF707	DSM 10086, NBRC 110670	1	Pseudomonas furukawaii	rod-shaped	65464	1002526	1.7320508075688772	0.7937253933193772	0.726108201708127	4.318975841337722
130575	SgZ-6	DSM 100318, CCTCC AB 2012022, KACC 16606	1	Pseudomonas guangdongensis	rod-shaped	31169	1245526	1.6	0.45	0.2306125357275758	2.261946710584651
24440	PCAVU11	DSM 28410, CECT 8262, LMG 27394	1	Pseudomonas guariconensis	rod-shaped	31066	1288410	2.5	0.85	1.2578478836044882	6.675884388878311
133945	CC-G9A	BCRC 80438, JCM 18416	1	Pseudomonas guguanensis	rod-shaped	30927	1198456	2.35	0.8	1.0471975511965979	5.906194188748811
13161	M8	DSM 21282, CECT 7231, LMG 24016	1	Pseudomonas guineae	rod-shaped	32216	425504	1.75	0.45	0.2544690049407733	2.474004214701962
132436		DSM 29165, LMG 28433, WS 4917	1	Pseudomonas helleri	rod-shaped	43746	1608996	3.1	0.75	1.2590914306965344	7.304202919596269
140299		DSM 29167, LMG 28435, WS 4992	1	Pseudomonas lactis	rod-shaped	43273	1615674	2.6	0.75	1.038198197241002	6.126105674500097
13186	2SM5	DSM 26168, CECT 7670, KCTC 23093	1	Pseudomonas litoralis	rod-shaped	30104	797277	1.2328828005937953	0.6708203932499369	0.356707583547593	2.598231977777412
13114	OK2	DSM 17257, CECT 5822, LMG 21974, CCM 8844	1	Pseudomonas lutea	rod-shaped	30122	243924	1.4	0.75	0.5080544369477243	3.2986722862692828
13162		DSM 23972, JCM 14761, NRIC 0729, CCUG 59022, KMM 3042	1	Pseudomonas marincola	rod-shaped	32381	437900	2.15	0.5	0.38942658935123475	3.3772121026090276
132649	KX 20	DSM 100277, CGMCC 1.15195	1	Pseudomonas oceani	rod-shaped	24959	1708783	2.3366642891095846	0.4898979485566356	0.40966964595045247	3.5962660645713482
13125		KMM 330, CIP 108699, DSM 17577, CCUG 46540, JCM 12285, NRIC 0583	1	Pseudomonas pachastrellae	rod-shaped	31271	254161	1.5	0.45	0.21470822291877745	2.1205750411731104
13164	Esp-1	DSM 21819, CCM 7469, MTCC 8990	1	Pseudomonas panipatensis	rod-shaped	32377	428992	3.15	1.1	2.6450901146287067	10.885618544688635
140300		DSM 29164, LMG 28439, WS 4672	1	Pseudomonas paralactis	rod-shaped	43273	1615673	2.8722813232690143	0.75	1.1584884010538892	6.7676534281688285
13176	CL-AP6	DSM 25163, JCM 15562, KCCM 90073	1	Pseudomonas pelagia	rod-shaped	29181	553151	1.9	0.45	0.27832547415397074	2.686061718819273
13130	R-20805	DSM 17833, CCM 7693, LMG 23201, CCUG 53775	1	Pseudomonas peli	rod-shaped	31765	592361	2.449489742783178	1.0	1.6620253574436463	7.695298980971184
140904	KBL-4-9	JCM 19138, CCTCC AB 2013069, NRRL B-59988	1	Pseudomonas populi	rod-shaped	43748		0.8944271909999159	0.5477225575051661	0.16772641285963066	1.5390597961942367
158812	M5	CCTCC AB 2017186, KCTC 62119, CICC 24308	1	Pseudomonas profundi	rod-shaped	65576		1.8973665961010275	0.648074069840786	0.5546195949573696	3.863009429764197
13105	C36	DSM 15758, LMG 21977, CCUG 51516	1	Pseudomonas psychrotolerans	rod-shaped	30172	237610	1.6431676725154984	0.5916079783099616	0.3974803929631821	3.053977105190778
24438	LMT03	DSM 27507, CECT 8089, LMG 26839	1	Pseudomonas punonensis	rod-shaped	30692	1220495	1.25	0.45	0.17494744089678163	1.7671458676442586
140983		LMG 29328, CCOS 865	1	Pseudomonas reidholzensis	rod-shaped	43871		1.4832396974191326	0.6708203932499369	0.44519101467982	3.125845222828294
13169	J64	DSM 23971, JCM 14963, KCTC 22137	1	Pseudomonas sabulinigri	rod-shaped	32662	472181	1.75	0.85	0.832260253813496	4.673119072214817
24439	CC-OPY-1	DSM 27945, BCRC 80399, JCM 18195	1	Pseudomonas sagittaria	rod-shaped	30834	1135990	1.75	0.6	0.4382521751757761	3.2986722862692828
24433	MS-3	DSM 25633, JCM 16046, KACC 14032, KCTC 22612, NBRL 105641, CCUG 69583	1	Pseudomonas taeanensis	rod-shaped	29659	1395571	2.1213203435596424	0.8944271909999159	1.145536488619757	5.96075295947766
13180	CMS	DSM 21245, BCRC 17751	1	Pseudomonas taiwanensis	rod-shaped	29519	1292030	1.4832396974191326	0.8366600265340756	0.6621276560419728	3.898613955969174
158577	MA-69	CCTCC AB 2013065, KCTC 42447	1	Pseudomonas tarimensis	rod-shaped	65283		1.7320508075688772	0.5916079783099616	0.42191342082295796	3.2191745248034978
159884	68	CICC 24204, KCTC 52977	1	Pseudomonas tianjinensis	rod-shaped	66568	2282554	1.9595917942265424	0.34641016151377546	0.1738043793579031	2.1325838103160155
140982		LMG 29327, CCOS 864	1	Pseudomonas wadenswilerensis	rod-shaped	43871		1.4832396974191326	0.6708203932499369	0.44519101467982	3.125845222828294
132438		DSM 29166, LMG 28437, WS 4993	1	Pseudomonas weihenstephanensis	rod-shaped	43746	1608994	2.1	0.75	0.8173049637854697	4.948008429403925
13166	C10-2, MCCC 1A00089	DSM 22326, CGMCC 1.6446, JCM 13530	1	Pseudomonas xiamenensis	rod-shaped	32415	1123022	1.1958260743101399	0.6928203230275509	0.3637534397196204	2.602786287982118
13173	S3-3	DSM 23391, CCTCC AB 207151, NRRL B-51270	1	Pseudomonas xinjiangensis	rod-shaped	28912	487184	1.35	0.65	0.37607482057347813	2.756747553525044
24437		DSM 27927, ACCC 05688, BY-1, KACC 15471	1	Pseudomonas zeshuii	rod-shaped	30513	1076620	3.0	0.7	1.0647381101791404	6.5973445725385655
13405	EUM 211 (erroneously)	DSM 45352, ACM 5286, JCM 18302, EUM 221	1	Pseudonocardia adelaidensis	rod-shaped	29708	648754	1.0	0.5	0.16362461737446837	1.5707963267948966
13382		DSM 45322, CCTCC M2011255, SCSIO 01299	1	Pseudonocardia antitumoralis	rod-shaped	30485	1070982	1.9	0.45	0.27832547415397074	2.686061718819273
13403	VN05A0561	DSM 45574, CIP 110219, NBRC 105793, VTCC A-1757	1	Pseudonocardia babensis	rod-shaped	29660	663386	1.4142135623730951	0.3872983346207417	0.15139894014603772	1.7207211628636432
13687		DSM 15984, ATCC BAA 863, KCTC 12145, HTCC 2597	1	Pseudooceanicola batsensis	rod-shaped	30164	314255	1.1	0.6	0.2544690049407733	2.0734511513692637
158599	157	KCTC 52654, MCCC 1K03317	1	Pseudooceanicola lipolyticus	rod-shaped	65315		1.9364916731037085	0.7745966692414834	0.7908768418148544	4.712388980384691
130612	AZO-C	DSM 29588, BCRC 17591, KCTC 22753, LMG 23705	1	Pseudooceanicola marinus	rod-shaped	32134	396013	0.95	0.5	0.15380714033200027	1.4922565104551517
13688	SS011B1-20	DSM 18065, CGMCC 1.6293, LMG 23508	1	Pseudooceanicola nanhaiensis	rod-shaped	31853	375761	0.8	0.5	0.12435470920459597	1.2566370614359172
130613		DSM 29619, CGMCC 1.7292, LMG 24663, JLT 1210	1	Pseudooceanicola nitratireducens	rod-shaped	29580	517719	1.2124355652982142	0.66332495807108	0.34257810324674615	2.5265906131830302
13733	20188	DSM 23566, CGMCC 1.6500, JCM 14644	1	Pseudophaeobacter arcticus	rod-shaped	32569	999550	1.8	0.4	0.20943951023931953	2.2619467105846507
24494	306	DSM 25627, CIP 110369, UBOCC 3187	1	Pseudophaeobacter leonis	rod-shaped	30861	1144477	1.6	0.7	0.5259549700884911	3.5185837720205684
133859	ZS3-33	CGMCC 1.10836, KCTC 23700	1	Pseudorhodobacter antarcticus	rod-shaped	30694		1.75	0.65	0.508807110187647	3.5735616434583894
141058	DC2N1-10	CGMCC 1.14433, KCTC 52040	1	Cypionkella aquatica	rod-shaped	43937		1.7888543819998317	0.6928203230275509	0.5873198446966672	3.8935475289346666
133680	HDW-19	KCTC 23043, CCUG 58879	1	Pseudorhodobacter aquimaris	ovoid-shaped	30130	687412	1.4142135623730951	0.7071067811865476	0.4628003060581633	3.1415926535897936
158526	4-T-34	CCTCC AB 2014005, LMG 28256	1	Cypionkella collinsensis	rod-shaped	65202		1.5811388300841898	0.7071067811865476	0.5283517054006238	3.5124073655203634
140481	HWR-46	NBRC 112426, KCTC 52470	1	Pseudorhodobacter ponti	rod-shaped	43254	1896944	2.1908902300206643	0.7745966692414834	0.9107593374389774	5.33145952579004
141126		PAMC 27389, JCM 30764, KCTC 42640	1	Cypionkella psychrotolerans	ovoid-shaped	44035		1.4142135623730951	0.7071067811865476	0.4628003060581633	3.1415926535897936
141057	Y1R2-4	CGMCC 1.14435, KCTC 52039	1	Cypionkella sinensis	rod-shaped	43937		1.98997487421324	0.6928203230275509	0.6631404839955479	4.33129819402805
133867	WT-MW11	KCTC 23672, CCUG 61506	1	Pseudorhodobacter wandonensis	rod-shaped	30715	1120568	1.5	0.55	0.3128175434965087	2.5918139392115798
133823	NAFc-7	BCRC 80210, LMG 26333, KCTC 23314	1	Pseudorhodoferax aquiterrae	rod-shaped	30606	747304	1.5	0.75	0.5522330836388308	3.5342917352885173
3029	SB1	DSM 21598, LMG 24543	1	Pseudorhodoferax caeni	rod-shaped	29123	255042	2.4	0.95	1.476712171804577	7.162831250184728
3030	TBEA3	DSM 21634, LMG 24555	1	Pseudorhodoferax soli	rod-shaped	29123	545864	1.95	0.85	0.9457502884244272	5.207189823325082
141080	DB-4	KCTC 52038, CECT 9025	1	Pseudoroseicyclus aestuarii	rod-shaped	43977		0.6708203932499369	0.31622776601683794	0.04440728692797537	0.666432440723755
140810	MME-001	KCCM 43133, JCM 30751	1	Pseudoruegeria aestuarii	rod-shaped	43597		2.449489742783178	0.5477225575051661	0.5341293945012475	4.214888838624435
134212	SW-255	KCTC 12737, JCM 13603	1	Pseudoruegeria aquimaris	rod-shaped	31885	393663	4.5	0.55	1.0255663767796932	7.775441817634739
130631	WM67	DSM 29328, JCM 18872, KACC 17214	1	Pseudoruegeria haliotis	rod-shaped	31155	1280846	2.8	0.65	0.8572293704248398	5.717698629533423
159803	BPTF-M20	KACC 19614, KCTC 62422, NBRC 113188	1	Pseudoruegeria insulae	rod-shaped	66745	2231601	2.0	0.5656854249492381	0.4552640732340111	3.5543063505266934
13833	HD-43	DSM 25294, CCUG 57754, KCTC 22690	1	Pseudoruegeria lutimaris	rod-shaped	29530	571298	4.5	0.5	0.8508480103472356	7.0685834705770345
140617	FDZSB0410	KCTC 52127, MCCC 1A01897	1	Pseudotenacibaculum haliotis	rod-shaped	43134	1862138	2.8284271247461903	0.5	0.5226354437949021	4.442882938158366
13736	F423	DSM 16392, IAM 15084, KCTC 12308, NBRC 100514	1	Pseudovibrio ascidiaceicola	rod-shaped	31604	285279	3.0983866769659336	1.019803902718557	2.253142494904356	9.92663741356942
23228	Ad2	DSM 24994, NCIMB 14761	1	Pseudovibrio axinellae	rod-shaped	30618	989403	2.75	0.85	1.3997104268681522	7.343472827766141
13737	DN34	DSM 17465, BCRC 17323, JCM 12308	1	Pseudovibrio denitrificans	rod-shaped	31236	258256	3.25	0.7	1.1609493851953279	7.147123286916779
134242		IAM 15442, NCIMB 14279, KCTC 12861, WSF 2	1	Pseudovibrio japonicus	rod-shaped	32075	366534	3.0	0.9	1.7176657833502196	8.482300164692441
141084	UST20140214-052	KCTC 42384, MCCC 1K00452	1	Pseudovibrio stylochi	rod-shaped	43983		5.477225575051661	0.6324555320336759	1.6544905744250022	10.882796185405308
17442	CC-CC4	DSM 19599, CIP 109513, CCUG 54547, CC 4	1	Pseudoxanthobacter soli	rod-shaped	32256	1123029	2.0	0.2	0.06073745796940267	1.2566370614359172
17511	DS-16	DSM 21858, CIP 108839, KCTC 12543, CCUG 53910	1	Pseudoxanthomonas dokdonensis	rod-shaped	31707	344882	1.019803902718557	0.28284271247461906	0.0581523250601119	0.9061738719311184
133278		roo10, BCC 70700, NBRC 110414	1	Pseudoxanthomonas helianthi	rod-shaped	25121	1453541	1.5491933384829668	0.4472135954999579	0.21993067145494763	2.1765592370810616
17505	12-3	DSM 17109, CCUG 48231, CIP 107388, JCM 11525	1	Pseudoxanthomonas japonensis	rod-shaped	29999	69284	1.2	0.6	0.2827433388230814	2.261946710584651
17509	JA40	DSM 18571, ATCC BAA 1031, CIP 108476, CCUG 55486	1	Pseudoxanthomonas kalamensis	rod-shaped	31439	289483	1.118033988749895	0.5	0.186800536870129	1.7562036827601817
17504	AMX26B	DSM 17121, CCUG 49454, CIP 106674, JCM 11524, ATCC 700993	1	Pseudoxanthomonas mexicana	rod-shaped	29999	128785	1.2	0.6	0.2827433388230814	2.261946710584651
140611	WD12	KACC 15045, LMG 25968	1	Pseudoxanthomonas putridarboris	rod-shaped	43260	752605	1.5491933384829668	0.529150262212918	0.30189666866547493	2.575339619842798
17514	BD-c54	DSM 19373, KCTC 22080	1	Pseudoxanthomonas sacheonensis	rod-shaped	32554	443615	1.1313708498984762	0.3872983346207417	0.11807731810984999	1.3765769302909148
17513	GR12-1	DSM 18204, CIP 109605, KACC 11580	1	Pseudoxanthomonas yeongjuensis	rod-shaped	31821	377616	2.15	0.75	0.8393942871310228	5.065818153913542
23028		DSM 19858, JCM 11733, KCTC 22016, KMM 3531	1	Pseudozobellia thermophila	rod-shaped	29017	192903	2.1	0.3	0.1413716694115407	1.9792033717615698
5784	HAW-EB21	DSM 19335, JCM 14977	1	Psychrilyobacter atlanticus	rod-shaped	32287	271091	0.7071067811865476	0.5	0.10611516834255527	1.1107207345395915
158270	NEAU-3TGS17	DSM 100484, CGMCC 1.15308	1	Psychrobacillus lasiicapitis	rod-shaped	65284	1636719	1.997498435543818	0.648074069840786	0.5876498073316793	4.066876326536811
133574		KCTC 22503, JCM 16343, SC 35	1	Psychrobacter aestuarii	ovoid-shaped	29600	556327	1.15	0.65	0.30970867576639377	2.34834050855837
8196	SW-210	DSM 16329, KCTC 12254	1	Psychrobacter aquimaris	coccus-shaped	31395	292733	2.0	1.1	1.5522085702611572	6.911503837897546
8203	273-4	DSM 17307, CIP 109905, VKM B-2377	1	Psychrobacter arcticus	ovoid-shaped	31679	259536	1.62	0.73	0.5761882512212285	3.7152474721352893
8207	SW-238	DSM 23510, JCM 12601, KCTC 12313	1	Psychrobacter celer	ovoid-shaped	31493	306572	1.6	1.0	0.9948376736367678	5.026548245743669
8202	5, K5	DSM 17306, VKM B-2378	1	Psychrobacter cryohalolentis	ovoid-shaped	31679	335284	1.0816653826391969	0.6324555320336759	0.27358461353552865	2.149180043577043
133480	KC40	KMM 3954, NRIC 0746, JCM 15525	1	Psychrobacter fulvigenes	ovoid-shaped	29140	533323	1.75	0.8	0.7456046564519777	4.39822971502571
139044		CIP 111025, KCTC 42280, CCTCC AB 2014019	1	Psychrobacter glaciei	coccus-shaped	43689		0.9539392014169457	0.6324555320336759	0.23345825027563838	1.8953986393359383
8187	Pi 2-20	DSM 15387, CIP 108811, KMM 3646	1	Psychrobacter maritimus	ovoid-shaped	31230	256325	1.55	1.25	1.3908092476829814	6.086835766330224
8201	SW-242	DSM 16330, KCTC 12255	1	Psychrobacter namhaensis	coccus-shaped	31395	292734	2.0	1.1	1.5522085702611572	6.911503837897546
133525	T-3-2	JCM 15603, NCIMB 14510	1	Psychrobacter piscatorii	ovoid-shaped	29328	554343	1.45	1.0	0.8770279491271507	4.5553093477052
133281		S6-60, JCM 31058, LMG 29157	1	Psychrobacter pocilloporae	rod-shaped	25112	1775882	1.7435595774162693	0.99498743710662	1.097812374094667	5.450097375783164
130458	13983	DSM 23635, CCUG 59771	1	Psychrobacter sanguinis	ovoid-shaped	30072	861445	1.4142135623730951	0.7071067811865476	0.4628003060581633	3.1415926535897936
141081	DB-3	KCTC 52037, NBRC 111757	1	Psychroflexus aestuariivivens	rod-shaped	43978		1.7320508075688772	0.31622776601683794	0.12775612876273623	1.720721162863643
5630	G 5209	DSM 23581, CCUG 59705, LMG 25857, WCC 4520, WS 4520	1	Psychroflexus halocasei	rod-shaped	30385	908615	3.0	0.55	0.669191960138101	5.1836278784231595
141091	X15M-8	CGMCC 1.12931, JCM 30616	1	Psychroflexus planctonicus	rod-shaped	43998		1.624807680927192	0.4242640687119285	0.20970880110365842	2.1656490970140254
133496	ISL-14	KCTC 22483, CCUG 56752	1	Psychroflexus salinarum	rod-shaped	29197	546024	4.4	0.3	0.30394908923481256	4.1469023027385274
133250		WDS4A13, KCTC 52043, MCCC 1H00134	1	Psychroflexus saliphilus	rod-shaped	25107	1883177	2.23606797749979	0.3872983346207417	0.24822138237912622	2.720699046351327
23019	YIM-C238	DSM 19803, CCTCC AA 207030, KCTC 22166	1	Psychroflexus sediminis	rod-shaped	28988	470826	4.242640687119285	0.6324555320336759	1.2666342930088692	8.429777677248872
5629	LA1	DSM 15496, ATCC BAA 734	1	Psychroflexus tropicus	rod-shaped	29948	197345	2.25	0.21	0.07550660863270388	1.484402528821177
159836		JCM 31143, KACC 19070, MCC 2780, MTCC 12460, IHBB 11108	1	Psychromicrobium lacuslunae		66714	1618207	1.1726039399558574	0.6324555320336759	0.3021538038949362	2.3298674684623477
