taxid	length	width	volume	surface	shape	species	genus	family	order	class	phylum	kingdom	rank	node	genome	gc	proteins	coding	rrnas	MILC	ENCprime
taxid552061	2.5	0.425	0.3345591645301411	3.337942194439155	rod-shaped	Sediminimonas qiaohouensis	Sediminimonas	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G000423645	3554982.0	63.83	3472.0	89.74610841911434	2.0	-0.23185186804705102	0.0890669544066556
taxid552063	1.3190905958272918	0.6324555320336759	0.34817394408839963	2.6209243909655604	rod-shaped	Salinarimonas rosea	Salinarimonas	Salinarimonadaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G000429045	5245321.0	71.78	4887.0	89.92625999438357	1.0	-0.131712932994738	0.0485936580239169
taxid552518	3.5	1.0	2.4870941840919194	10.995574287564272	rod-shaped	Elstera litoralis	Elstera	Rhodospirillaceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G000963705	3832037.0	61.22	4898.0	88.76391329206893	1.0	-0.368476571105258	0.148067617094927
taxid553151	1.9	0.45	0.27832547415397074	2.686061718819273	rod-shaped	Pseudomonas pelagia	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000410875	4642307.0	57.41	4262.0	90.43258018050078	1.0	-0.357119272458422	0.15009531534979098
taxid553384	1.4142135623730951	0.5	0.2449552601600041	2.221441469079183	rod-shaped	Alishewanella agri	Alishewanella	Alteromonadaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000272005	3491709.0	50.6	3173.0	91.49155900448747	1.0	-0.738526099561441	0.300787334581661
taxid553385	1.05	0.6	0.2403318379996192	1.9792033717615696	rod-shaped	Cobetia crustatorum	Cobetia	Halomonadaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000591415	4049952.0	57.52	3762.0	86.26954097233745	1.0	-0.463078783199777	0.19547727078280802
taxid555313	0.6000000000000001	0.4242640687119285	0.06483002842521178	0.7997189288685059	coccus-shaped	Phocaeicola abscessus	Phocaeicola	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	species	G000312445	2536876.0	47.32	2090.0	89.95934369673567	1.0	-0.3359779530766419	0.166606377317285
taxid555500	2.3	0.45	0.3419427253891641	3.251548396465436	rod-shaped	Galbibacter marinus	Galbibacter	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	species	G000300875	3572447.0	37.04	3183.0	89.248070020353	1.0	-0.362706107393303	0.158431639910665
taxid556499	2.6	0.75	1.038198197241002	6.126105674500098		Propionibacterium acidifaciens	Propionibacterium	Propionibacteriaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria	species	G000426605	3043901.0	70.58	2609.0	86.76481265323677	1.0	-0.190453772235982	0.0629435397145195
taxid558151	2.5	0.5	0.4581489286485115	3.9269908169872414	rod-shaped	Chryseobacterium angstadtii	Chryseobacterium	Weeksellaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	species	G001045465	5202773.0	37.7	4563.0	87.90862103728145	1.0	-0.8255614446054241	0.307623440918614
taxid558155	2.6	0.61	0.7004178203184567	4.982565948593412	rod-shaped	Arenibacter nanhaiticus	Arenibacter	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	species	G900141935	4362450.0	38.99	3613.0	85.49736959735928	0.0	-0.499588880529198	0.194378799939126
taxid558169	2.8284271247461903	0.7071067811865476	1.0181606733279591	6.283185307179588	rod-shaped	Lentibacillus jeotgali	Lentibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	G000224785	3775822.0	42.5	3775.0	83.8334540134572	4.0	-0.25896576150777695	0.113015139321986
taxid561184	2.6	0.8	1.1728612573401895	6.534512719466767	rod-shaped	Mameliella alba	Mameliella	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G000807715	5837382.0	65.01	5761.0	90.31403118726854	1.0	-0.42261975935506796	0.15786734195600302
taxid561440	2.15	0.85	1.0592403230353582	5.741260574435346	rod-shaped	Ureibacillus sinduriensis	Ureibacillus	Planococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	G000772955	4017054.0	38.74	3903.0	83.31755062291919	0.0	-0.979372701343641	0.32725036748325104
taxid561965	1.7	1.1	1.2671090369478837	5.8747782622129145	rod-shaped	Aliagarivorans marinus	Aliagarivorans	Alteromonadaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000429485	4878345.0	53.32	4419.0	89.20679041765189	1.0	-0.977864186924706	0.3380345182219329
taxid563176	1.8734993995195195	0.34641016151377546	0.16569036231565706	2.038891211845016	rod-shaped	Siphonobacter aquaeclarae	Siphonobacter	Cytophagaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	species	G900103285	6189941.0	54.31	5023.0	90.18716010378776	1.0	-0.46646168529932597	0.19419119429094697
taxid563188	0.9	0.4	0.09634217471008702	1.1309733552923256	rod-shaped	Salinisphaera hydrothermalis	Salinisphaera	Salinisphaeraceae	Salinisphaerales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000732535	4282309.0	63.61	3855.0	87.74072585607438	1.0	-0.190787527828901	0.0829802525898951
taxid568899	2.75	1.25	2.863430804053196	10.799224746714916	rod-shaped	Alteribacillus persepolensis	Alteribacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	G900099605	3619097.0	41.64	3579.0	83.75412430227762	1.0	-0.38453091691050895	0.165290159896856
taxid569882	2.65	0.45	0.39760782021995816	3.746349239405828	rod-shaped	Salinihabitans flavidus	Salinihabitans	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G900110425	4088599.0	63.22	3965.0	89.64312714453042	3.0	-0.21045675481408302	0.0844640665336138
taxid570519	2.25	0.4	0.2659881780039359	2.827433388230814	rod-shaped	Muricauda flava	Muricauda	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	species	G900129665	3836163.0	41.99	3529.0	92.87663219732842	2.0	-0.317888427307221	0.147552390541986
taxid570521	4.75	0.3	0.32868913138183203	4.476769531365456	rod-shaped	Aquimarina spongiae	Aquimarina	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	species	G900141785	5345319.0	35.93	4742.0	90.98869496843876	0.0	-0.3836051747110821	0.16658793632844102
taxid570835	1.7748239349298849	0.7937253933193772	0.7472723811815504	4.425633280555657	rod-shaped	Edaphobacter aggregans	Edaphobacter	Acidobacteriaceae	Acidobacteriales	Acidobacteriia	Acidobacteria	Bacteria	species	G000745965	8177135.0	58.74	7668.0	84.17819933265135	1.0	-0.35753257743905	0.128198572703379
taxid571298	4.5	0.5	0.8508480103472356	7.0685834705770345	rod-shaped	Pseudoruegeria lutimaris	Pseudoruegeria	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G900099935	5811514.0	62.25	5703.0	87.4657791412014	1.0	-0.384194048008489	0.143669041149155
taxid571913	1.2	0.5	0.2028945255443408	1.884955592153876	coccus-shaped	Luteipulveratus mongoliensis	Luteipulveratus	Dermacoccaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	species	G001190945	5420910.0	68.24	5166.0	92.29334189278185	2.0	-0.30934060737839797	0.10599779111900401
taxid573321	1.45	0.55	0.3009383962751223	2.5054201412378596	rod-shaped	Chitinophaga rupis	Chitinophaga	Chitinophagaceae	Chitinophagales	Chitinophagia	Bacteroidetes	Bacteria	species	G900109685	8387119.0	47.55	6509.0	89.65948855620148	1.0	-0.373057524926747	0.17291097373890602
taxid574349	1.1	0.2	0.032463124087094536	0.6911503837897546	rod-shaped	Aidingimonas halophila	Aidingimonas	Halomonadaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G900106955	3886483.0	58.18	3631.0	91.211745940996	1.0	-0.18804272681217604	0.0818418822786119
taxid574930	2.1	0.8	0.9215338450530062	5.277875658030854	rod-shaped	Parabacteroides gordonii	Parabacteroides	Tannerellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	species	G000428565	6677094.0	44.43	5326.0	91.176655592987	0.0	-0.6639695117922839	0.246822317397996
taxid574962	2.1213203435596424	0.8944271909999159	1.1455364886197572	5.960752959477659	rod-shaped	Pseudomonas taeanensis	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000498575	5454863.0	60.92	4915.0	87.81696258916126	1.0	-0.705194201253885	0.25905819101848104
taxid575200	1.2	0.6	0.2827433388230814	2.261946710584651	ovoid-shaped	Corynebacterium maris	Corynebacterium	Corynebacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria	species	G000442645	2833547.0	66.58	2608.0	89.74292644519396	4.0	-0.524034042906245	0.170497060177992
taxid576131	1.7320508075688772	0.8944271909999159	0.900951225712778	4.866934411168334	ovoid-shaped	Lentibacter algarum	Lentibacter	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G900107355	3293487.0	55.66	3265.0	91.51270370886542	2.0	-0.423469606986766	0.161995917527221
taxid576611	0.916515138991168	0.4472135954999579	0.12054981227445498	1.2876698099213992	rod-shaped	Polynucleobacter asymbioticus	Polynucleobacter	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	species	G000016345	2159490.0	44.83	2135.0	93.44650820332579	1.0	-0.366839090335363	0.15218603821025
taxid579922	2.5	0.6	0.6503096792930871	4.7123889803846915	rod-shaped	Indibacter alkaliphilus	Indibacter	Cyclobacteriaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	species	G000295935	5036047.0	39.68	4353.0	89.15534346681038	1.0	-0.312715496275434	0.14201450269245497
taxid580026	2.0	0.5	0.3599741582238304	3.1415926535897927	rod-shaped	Adlercreutzia mucosicola	Adlercreutzia	Eggerthellaceae	Eggerthellales	Coriobacteriia	Actinobacteria	Bacteria	species	G000422625	3009872.0	64.31	2436.0	87.80157428621548	1.0	-0.38634369375581207	0.144681699124886
taxid582475	4.0	0.9	2.3538382957021526	11.309733552923255	rod-shaped	Lysinibacillus xylanilyticus	Lysinibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	G001708185	4763528.0	36.82	4671.0	79.96717978775395	1.0	-0.955393006792216	0.330733733867558
taxid582514	3.4278273002005224	1.161895003862225	3.223834918186189	12.512257982166126	rod-shaped	Rubidibacter lacunae	Rubidibacter	Aphanothecaceae	Chroococcales		Cyanobacteria	Bacteria	species	G000473895	4153658.0	56.22	3672.0	78.94593151386078	1.0	-0.0925218571262909	0.0350490602292785
taxid582680	0.648074069840786	0.34641016151377546	0.05019674591841023	0.7052858015123398	rod-shaped	Microbacterium azadirachtae	Microbacterium	Microbacteriaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	species	G000956505	4243179.0	70.14	3925.0	91.59717278012549	1.0	-0.42496101098296096	0.148591067989109
taxid582692	3.2031234756093934	0.6324555320336759	0.9400603295129067	6.3643425789370225	rod-shaped	Paenibacillus polysaccharolyticus	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	G900102085	6495147.0	45.61	5644.0	86.24719348153322	0.0	-0.7021198664670201	0.27533277123463107
taxid589537	1.9364916731037085	0.6928203230275509	0.6429777921920076	4.214888838624436	rod-shaped	Prevotella dentasini	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	species	G000614065	2546609.0	50.58	2510.0	83.51882837137542	1.0	-0.604001910397249	0.234507760898484
taxid590849	2.449489742783178	0.7483314773547882	0.9676307326562682	5.7586344551169635	rod-shaped	Nitritalea halalkaliphila	Nitritalea	Cyclobacteriaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	species	G000265075	3633701.0	48.58	4220.0	88.80243586360021	1.0	-0.709401999370272	0.266848078615163
taxid591197	8.750000000000002	0.25	0.4254240051736178	6.872233929727672	rod-shaped	Ignavibacterium album	Ignavibacterium	Ignavibacteriaceae	Ignavibacteriales	Ignavibacteria	Ignavibacteriae	Bacteria	species	G000258405	3658997.0	33.93	3148.0	92.38277593559108	1.0	-0.0800537691062151	0.0383889994817629
taxid591206	1.5	0.85	0.6903977105498319	4.005530633326987	rod-shaped	Roseivivax isoporae	Roseivivax	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G000521865	4898228.0	69.78	4751.0	91.1482274814484	1.0	-0.166825775598302	0.0659519759821379
taxid593133	3.0000000000000004	0.55	0.669191960138101	5.18362787842316	rod-shaped	Lutibacter maritimus	Lutibacter	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	species	G900116115	3484703.0	29.5	3093.0	91.80765190031977	2.0	-0.20114127985734198	0.0992310628941081
taxid596085	1.6	0.65	0.4590325015823336	3.267256359733385	rod-shaped	Prevotella aurantiaca	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	species	G000614025	3002170.0	38.94	2824.0	84.25145811196569	1.0	-0.3449078885241161	0.139560367284887
taxid607711	1.55	1.55	1.9498163904811152	7.547676350249479	coccus-shaped	Neisseria wadsworthii	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria	species	G000227765	2467075.0	48.62	2316.0	86.0664957490145	1.0	-0.658110192122422	0.259688304118841
taxid607712	4.0	1.25	4.3974115919388375	15.707963267948966	rod-shaped	Neisseria shayeganii	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria	species	G000226875	2354550.0	57.89	2204.0	84.58571701599031	1.0	-0.558319995207741	0.275955214414692
taxid608505	6.0	0.9	3.6261833204060174	16.964600329384886	rod-shaped	Sporolituus thermophilus	Sporolituus	Sporomusaceae	Selenomonadales	Negativicutes	Firmicutes	Bacteria	species	G900102435	2861023.0	52.27	2901.0	88.91389548423763	0.0	-0.18880499182366103	0.0927984466293851
taxid616990	2.7386127875258306	0.9	1.5513784236938588	7.743245232886393	rod-shaped	Levilactobacillus paucivorans	Levilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	species	G001437125	2362603.0	49.08	2285.0	84.26807212214662	1.0	-0.747533530739383	0.27858448214020004
taxid619304	1.6970562748477145	0.7745966692414834	0.6780455685892977	4.129730790872744	rod-shaped	Neptunomonas antarctica	Neptunomonas	Oceanospirillaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria	species	N9888	4568916.5	45.735	4189.0	88.59919016749018	0.5	-0.4737524239974765	0.1828509522074375
taxid624147	5.25	1.125	4.84584530893074	18.555031610264727	rod-shaped	Paenibacillus tianmuensis	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	G900100345	6029601.0	52.48	5624.0	86.40367745726458	0.0	-0.7057795422480859	0.254178902119776
taxid626930	1.5811388300841898	1.1832159566199232	1.3048816482061243	5.877381679269497	rod-shaped	Bacteroides fluxus	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	species	G000195635	4330716.0	45.57	3624.0	90.68207197147076	1.0	-0.601765671768955	0.22031532435677695
taxid626931	8.774964387392119	1.3784048752090219	12.408853186406734	37.99898845863363	rod-shaped	Bacteroides oleiciplenus	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	species	G000315485	7087734.0	43.49	5539.0	90.97756772474811	2.0	-0.519864024742383	0.194401279428493
taxid626932	2.4	0.6	0.6220353454107789	4.523893421169302	ovoid-shaped	Alistipes indistinctus	Alistipes	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	species	G000231275	2855429.0	54.75	2351.0	87.83783452503984	1.0	-0.311886077173941	0.124417258667209
taxid626933	9.2	1.15	9.15777531013772	33.238050274980004	rod-shaped	Odoribacter laneus	Odoribacter	Odoribacteraceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	species	G000243215	3773011.0	40.55	3112.0	87.55426369019331	3.0	-0.23000618306891896	0.111775074061891
taxid626934	1.5297058540778357	0.6633249580710799	0.452218844174307	3.1877491575344523	rod-shaped	Slackia piriformis	Slackia	Eggerthellaceae	Eggerthellales	Coriobacteriia	Actinobacteria	Bacteria	species	G000296445	2119335.0	57.68	1798.0	86.32575784385195	3.0	-0.7286325531507191	0.22410043280162598
taxid626935	1.8165902124584952	0.7071067811865476	0.6208132470437088	4.035448830278663	rod-shaped	Collinsella tanakaei	Collinsella	Coriobacteriaceae	Coriobacteriales	Coriobacteriia	Actinobacteria	Bacteria	species	G000225705	2492085.0	60.24	2203.0	85.95164290142591	1.0	-0.707657490552243	0.22432086057309697
taxid626938	3.1	0.95	1.9728874615309155	9.251990364821939	rod-shaped	Succinatimonas hippei	Succinatimonas	Succinivibrionaceae	Aeromonadales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000188195	2306546.0	40.28	2052.0	88.48555372405319	1.0	-0.657055534380672	0.22923178184539
taxid633701	2.1213203435596424	0.648074069840786	0.6284945969721578	4.318975841337721	rod-shaped	Prevotella saccharolytica	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	species	G000614205	2975513.0	43.3	2762.0	85.78782885505794	1.0	-0.348516777915981	0.151735065836529
taxid638849	1.5	0.75	0.5522330836388308	3.5342917352885173	rod-shaped	Pyramidobacter piscolens	Pyramidobacter	Synergistaceae	Synergistales	Synergistia	Synergistetes	Bacteria	species	G000177335	2562014.0	59.84	2401.0	87.554673783984	1.0	-0.259910732117716	0.11695284445287199
taxid640331	3.2403703492039297	0.8	1.4947465028819171	8.143938947175409	rod-shaped	Fructilactobacillus florum	Fructilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	species	N8460	1315620.0	41.31	1301.5	89.75388148280895	1.0	-0.22489895337709148	0.1045796598818085
taxid640938	0.9391485505499116	0.6572670690061994	0.244310441964298	1.9392153432047383	rod-shaped	Trichococcus ilyis	Trichococcus	Carnobacteriaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	species	G900109135	3090512.0	49.02	2844.0	85.72239810102663	0.0	-1.29281390148679	0.398048439386586
taxid641549	1.1	0.45	0.15109097168358415	1.5550883635269477	coccus-shaped	Lacinutrix himadriensis	Lacinutrix	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	species	G001418105	4166348.0	32.6	3725.0	89.84760754502504	1.0	-0.28785575050754403	0.134617906970849
taxid641691	0.75	0.6	0.15550883635269472	1.413716694115407	rod-shaped	Pricia antarctica	Pricia	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	species	G900101815	4851997.0	43.79	4185.0	88.13556562380398	1.0	-0.11731029918059402	0.060685753051255995
taxid642227	2.0	1.0	1.3089969389957472	6.2831853071795845	rod-shaped	Tatumella morbirosei	Tatumella	Erwiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000757425	4413398.0	49.98	4092.0	86.41661141823148	7.0	-0.7422992791282521	0.258394769581948
taxid643674	1.65	0.5	0.2912518189265537	2.59181393921158	rod-shaped	Paenalcaligenes hominis	Paenalcaligenes	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	species	G002005365	2688496.0	48.41	3046.0	90.9752887859978	3.0	-0.489186260798554	0.203866651039651
taxid645110	2.25	0.55	0.4910047518173048	3.887720908817368	rod-shaped	Cecembia lonarensis	Cecembia	Cyclobacteriaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	species	G000298295	4842844.0	40.96	4407.0	88.65530254536385	2.0	-0.38816764716546104	0.16771596410448
taxid645578	2.0	1.5	2.6507188014663883	9.424777960769381	coccus-shaped	Methylovulum miyakonense	Methylovulum	Methylococcaceae	Methylococcales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000384075	4687143.0	50.66	4255.0	87.22097874974159	3.0	-0.334706927088625	0.165267669955897
taxid647910	1.4142135623730951	0.4472135954999579	0.1987280978044492	1.9869176531592203	rod-shaped	Listeria rocourtiae	Listeria	Listeriaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	G000525975	3216749.0	40.26	3614.0	86.5167907101238	1.0	-0.574679775633719	0.233550036417383
taxid648782	0.648074069840786	0.34641016151377546	0.05019674591841023	0.7052858015123398	rods	Ruania alba	Ruania	Ruaniaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	species	G900105765	4830506.0	68.61	4342.0	92.12482087797842	2.0	-0.18791599360213299	0.0702326115476082
taxid649841	1.2649110640673518	0.4898979485566356	0.20764892245522168	1.9467737644673333	rod-shaped	Sulfuricella denitrificans	Sulfuricella	Sulfuricellaceae	Nitrosomonadales	Betaproteobacteria	Proteobacteria	Bacteria	species	G000297055	3217213.0	56.12	3085.0	91.1751257998771	2.0	-0.19480350747240902	0.0785480554107841
taxid651143	4.0	0.8	1.876578011744304	10.053096491487338	rod-shaped	Fibrella aestuarina	Fibrella	Cytophagaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	species	G000331105	6937263.0	56.44	5776.0	89.43717428617019	3.0	-0.3727583318024021	0.16907114299225098
taxid651457	1.0	0.55	0.19402607128264465	1.7278759594743864	rod-shaped	Kosmotoga olearia	Kosmotoga	Kosmotogaceae	Kosmotogales	Thermotogae	Thermotogae	Bacteria	species	G000023325	2302126.0	41.55	2166.0	89.6566478116315	2.0	-0.13154141957807197	0.0613132072483679
taxid651822	7.499999999999999	1.25	8.692557798018635	29.452431127404317	ovoid-shaped	Fretibacterium fastidiosum	Fretibacterium	Synergistaceae	Synergistales	Synergistia	Synergistetes	Bacteria	species	G000210715	2728333.0	63.0	2357.0	87.24723118475642	0.0	-0.119552369609747	0.0445852373868264
taxid653954	1.2	0.5	0.2028945255443408	1.884955592153876	rod-shaped	Sphingomonas haloaromaticamans	Sphingomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G001853345	4923741.0	66.56	4624.0	90.6474162633656	2.0	-0.34718024933113895	0.12687175269675502
taxid655338	4.25	1.0	3.0761428066400063	13.351768777756623	rod-shaped	Fervidicella metallireducens	Fervidicella	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	species	G000601455	2892465.0	32.04	2992.0	87.66329065347377	1.0	-0.492837800390302	0.198802897597127
taxid655353	1.9	0.65	0.5585817187929603	3.8798669271833934	rod-shaped	Cohaesibacter marisflavi	Cohaesibacter	Cohaesibacteraceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G900115225	5339722.0	53.8	4842.0	86.82159857760384	1.0	-0.552450914963104	0.204971090650454
taxid657326	3.1	1.35	3.7931786048984	13.147565255273287	rod-shaped	Flavobacterium beibuense	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	species	G000769915	3800758.0	37.71	3454.0	91.39745282388408	1.0	-0.5692029165539411	0.236711532692649
taxid658057	4.0	0.75	1.6566992509164924	9.424777960769381	ovoid-shaped	Pacificibacter marinus	Pacificibacter	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G900109555	3870734.0	52.02	3801.0	89.21145188483631	1.0	-0.6633341153261121	0.25558706716987806
taxid658167	1.55	0.8	0.6450736915371041	3.8955748904513454	rod-shaped	Candidimonas bauzanensis	Candidimonas	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	species	G900129885	5641410.0	62.2	5183.0	90.8975415720538	1.0	-0.427268776859214	0.17757609344442699
taxid659018	1.45	0.3499999999999999	0.1282817000215833	1.5943582716968199		Stenotrophomonas daejeonensis	Stenotrophomonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G001431505	3284859.0	68.56	2939.0	89.29077321127028	1.0	-0.30280813096699	0.118516163118186
taxid660537	1.4866068747318506	0.648074069840786	0.4191234240377498	3.0267089065668573	rod-shaped	Paraburkholderia acidipaludis	Paraburkholderia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	species	G000684975	6475434.0	65.2	5856.0	87.56767500062544	1.0	-0.49192220669361303	0.19416134557476997
taxid662367	9.750000000000002	1.2	10.574600871983245	36.756634047000595	rod-shaped	Spirosoma endophyticum	Spirosoma	Cytophagaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	species	G900112365	8512335.0	48.02	7601.0	86.86120788244354	1.0	-0.25079588908843	0.112181553925623
taxid663610	2.3622023622035435	0.916515138991168	1.3568740874230387	6.801529956472003	rod-shaped	Methylocapsa aurea	Methylocapsa	Beijerinckiaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	species	G000746085	3971247.0	61.34	3580.0	84.76455884008222	1.0	-0.10053507439437401	0.0462741670587706
taxid664639	1.25	1.25	1.0226538585904277	4.908738521234051	coccus-shaped	Kocuria salsicia	Kocuria	Micrococcaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	species	G001408335	2999584.0	70.43	2672.0	88.36995396695009	1.0	-0.278966545453287	0.10043775534606401
taxid665099	2.449489742783178	0.6928203230275509	0.8363735082332995	5.331459525790038	rod-shaped	Cytobacillus oceanisediminis	Cytobacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	G000294775	5848607.0	40.88	5864.0	83.8038527806707	11.0	-1.01820233490912	0.35032313081979
taxid666563	8.74642784226795	0.4898979485566356	1.6178816113414485	13.46127545234851	rod-shaped	Aquimarina macrocephali	Aquimarina	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	species	G000520995	6056208.0	32.93	5496.0	88.29718199903307	1.0	-0.23244243874071102	0.11687567773476301
taxid669041	8.944271909999163	0.3872983346207417	1.038513039621208	10.882796185405306	rod-shaped	Tenacibaculum dicentrarchi	Tenacibaculum	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	species	G001483385	2918253.0	31.48	2493.0	87.54850933075373	10.0	-0.375375696871906	0.161279626166935
taxid669359	4.090623489235048	4.090623489235048	35.83992942722274	52.56889985823389	sphere/spheroid	Geminocystis herdmanii	Geminocystis	Chroococcaceae	Chroococcales		Cyanobacteria	Bacteria	species	G000332235	4263418.0	34.28	4122.0	84.14628825979531	1.0	-0.195095228071967	0.0986764696107186
taxid670482	4.25	0.65	1.3383839202762016	8.678649705541803	rod-shaped	Fontibacillus panacisegetis	Fontibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	G900102215	5264638.0	42.84	4792.0	86.51648983272922	0.0	-0.651748142420168	0.23880930509820397
taxid671218	3.0000000000000004	0.55	0.669191960138101	5.18362787842316	ovoid-shaped	Alloprevotella rava	Alloprevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	species	G000234115	2593873.0	45.49	2152.0	86.80012475552967	1.0	-0.54046202334672	0.199542859278966
taxid671266	2.0	0.5	0.3599741582238304	3.1415926535897927	rod-shaped	Adlercreutzia caecimuris	Adlercreutzia	Eggerthellaceae	Eggerthellales	Coriobacteriia	Actinobacteria	Bacteria	species	G000403355	2955616.0	64.13	2449.0	87.26150487749425	3.0	-0.380565510437856	0.135318997682151
