taxid	length	width	volume	surface	family	order	class	phylum	superkingdom	rank	node	genome	gc	proteins	coding	rrnas	MILC	ENCprime
txid2810280	4.4721359549995805	0.8366600265340756	2.3053591979444046	11.754763358538995	Coprobacillaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria	family	N4098	2228087.0	35.0	2222.0	89.57645052607742	0.5	-0.6484408835274394	0.23117921689675303
txid2811504	3.3503689588345082	0.34641016151377546	0.30432420530069954	3.6461382524904526	Thermodesulfovibrionaceae	Thermodesulfovibrionales	Thermodesulfovibrionia	Nitrospirae	Bacteria	family	N2804	1866275.5	43.685	2025.5	92.12761671057463	0.0	-0.03509027526120585	0.015146055797064899
txid2813035	1.799836318508926	0.4576583936304456	0.27038917199761386	2.587761907749619	Parvibaculaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	family	N5756	3649981.0	59.989999999999995	3537.5	90.4733799667485	1.0	-0.21855916567857753	0.09195993078226265
txid2813951	2.449489742783178	0.4605779351596907	0.3821152145150066	3.5442849150921805	Terasakiellaceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria	family	N5743	3687561.0	54.29	3572.0	91.56129426972834	1.0	-0.320287829126672	0.136299975911539
txid2815910	1.933907960581372	1.933907960581372	3.787093482647984	11.749556524425829	Geminocystaceae	Chroococcales		Cyanobacteria	Bacteria	family	N5449	3286815.0	38.19499999999999	3086.5	86.00209037262171	2.0	-0.263977987829154	0.1251322764079145
txid2820280	1.4462310844065378	0.4975600643115583	0.2463109757372609	2.2606487030415563	Sphingosinicellaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria	family	N4943	3131544.0	65.48	2933.0	92.58977273553327	1.0	-0.312077973201974	0.11395312904493599
txid2821832	2.2498730671959035	0.6767190118909681	0.7113740520908234	4.783174965649073	Stappiaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	family	N9561	5683293.5	55.09	5237.5	88.11965930523922	1.5	-0.46737350990715953	0.1710701644958595
txid2829802	1.4142135623730951	0.6	0.3433107966696367	2.66572976289502	Afifellaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	family	G000688515	3872586.0	66.61	3738.0	90.1251256912048	1.0	-0.0577202535715784	0.0241243090855867
txid2829814	2.6363999399738822	0.7298920475286468	0.9967924138440564	6.045327003072924	Ahrensiaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	family	N9564	3405955.0	48.09	3312.0	90.82918000338805	1.0	-0.456278130799343	0.18780632612235698
txid2829815	2.4001613038683893	1.0498240881161711	1.7626408879833373	7.916019142146476	Azospirillaceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria	family	N7416	6512377.0	67.67	5995.0	88.23857572044867	1.0	-0.274607744431631	0.11007748936384698
txid2831100	1.4623030104195855	0.7162059168194657	0.4885439166040525	3.2902216164304483	Boseaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	family	N8876	5607710.0	66.47999999999999	5388.0	88.9387023163661	1.0	-0.25276790966234997	0.09633918534273925
txid2831106	1.5631406876105276	0.5317176079543567	0.3034291374379962	2.6111329348799943	Devosiaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	family	N7446	4169614.5	62.035	4097.0	89.67578020424801	1.0	-0.4504352779427405	0.16436590632710701
txid2831111	1.2362012520314716	0.6639323383345912	0.3495494040556078	2.5784746988332756	Kaistiaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	family	N8582	4839203.0	65.9	4525.0	88.8698614213952	1.0	-0.28380495839214603	0.126498319639518
txid2843308	1.69326846915465	0.6951391928863665	0.5305505670981027	3.697834494240212	Pleomorphomonadaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	family	N9375	4620652.0	67.19	4702.0	87.76381085229346	1.0	-0.236733962691952	0.0987906163824442
txid2844374	2.0	0.2	0.060737457969402685	1.2566370614359172	Pseudoxanthobacteraceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	family	G900148505	5165242.0	67.84	4336.0	86.70226874171625	1.0	-0.17088316485387198	0.0660087910225464
txid2844375	2.821496351946132	0.7296897837293361	1.055509371732295	6.467964559718175	Reyranellaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	family	G000312425	5792259.0	64.87	5687.0	92.95632325833496	1.0	-0.18842683389260698	0.0729528520469475
txid2844403	1.8444694050495636	0.4135532780245741	0.2257325890557265	2.3963640520855622	Rhodovibrionaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	family	N5746	3690548.0	65.99	3477.0	88.06387263638639	1.0	-0.14189541631468802	0.0594040346955602
txid2844863	1.1561879799326678	0.6028466791535206	0.2712585692626911	2.1897029103807952	Tepidamorphaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	family	G000496075	4300776.0	68.58	4081.0	90.6477575209683	1.0	-0.13280247439461698	0.0550533422293727
txid2844864	2.268408245617461	0.7945950995086098	0.9909216400839209	5.662614181614897	Thalassobaculaceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria	family	N6187	4289755.0	62.78	4019.5	90.24093706599591	1.0	-0.17851718759707552	0.07248079755627325
txid2844866	1.9799407411777512	0.498628596617704	0.35067535810594946	3.101553285057701	Thalassospiraceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria	family	N5742	4563243.0	54.144999999999996	4219.0	88.77132933121564	1.0	-0.589154529045506	0.22990830035695
txid2845253	7.726937526380117	0.2614000678691509	0.4084161321686304	6.345457937332856	Treponemataceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	family	N770	2834709.0	49.39	2578.0	91.64538582267174	1.0	-0.16618974668679	0.0696234537292112
txid2848916	6.5270833308823	0.40743378352199533	0.8307801042171797	8.354607796658959	Thermohalobacteraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	family	N3346	2606048.0	29.925	2598.5	88.05591656817543	1.0	-0.20866764808308702	0.11382695975389251
txid2854170	1.8958268241975915	0.6649932608783073	0.5706256737379428	3.960643751905941	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	family	N6614	4098947.0	61.13	4018.0	90.327372907174	1.0	-0.367185182240785	0.143669041149155
txid2867375	3.499635511580583	0.9486832980505138	2.229231657324213	10.430231366373539	Desulfallaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	family	N4019	4855529.0	45.73	4611.0	85.92236165078562	0.0	-0.0548644305546262	0.028899374610396
txid2881426	0.8106583554493509	0.8106583554493509	0.27894090930424364	2.0645509228086025	Prochlorococcaceae	Synechococcales		Cyanobacteria	Bacteria	family	N733	1772864.0	36.44	1969.5	89.82795566501446	1.0	-0.0893966480799745	0.04149874135557535
txid2886822	2.5982856614909817	0.6213819601456625	0.7181871983609136	5.072188792852682	Desulfocapsaceae	Desulfobacterales	Deltaproteobacteria	Proteobacteria	Bacteria	family	N4559	3841573.0	46.005	3565.5	87.61801975527948	1.0	-0.072823222416457	0.03498133850152755
txid2887331	1.0962050496435345	0.5957892135528948	0.24947792103091204	2.051796606916357	Perlucidibacaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	family	G000420045	2424065.0	64.91	2324.0	93.0320350320639	1.0	-0.40303520370706	0.14682301539196502
txid2887365	2.1068078275054933	0.5766790182260799	0.4961151474602045	3.816883867865105	Marinobacteraceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	family	N7130	3998791.0	56.97	3668.0	91.06641850943961	1.0	-0.44266358532176897	0.1820290455975425
