taxid	length	width	volume	surface	genus	family	order	class	phylum	superkingdom	rank	node	genome	gc	proteins	coding	rrnas	MILC	ENCprime
txid1433986	1.4841553250005823	0.5903618754745451	0.3521228762467731	2.7526280495635294	Actibacterium	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N8871	3798229.5	61.790000000000006	3782.5	91.48236015817952	1.5	-0.336430257281053	0.12708359831580152
txid1433987	2.25	0.75	0.8835729338221293	5.3014376029327765	Amantichitinum	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria	genus	G001294205	4928951.0	60.09	4372.0	88.30793813937288	1.0	-0.7429458789257289	0.28463252795881705
txid1433993	4.2861606445482	0.3760603093086394	0.46087330975572294	5.063791505377987	Chryseolinea	Fulvivirgaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	genus	G900129725	8357597.0	51.14	6872.0	89.33898104921785	2.0	-0.37580740584041705	0.169559463967844
txid1433998	1.75	0.5	0.3108867730114899	2.7488935718910685	Dissulfuribacter			Deltaproteobacteria	Proteobacteria	Bacteria	genus	G001687335	2524199.0	43.28	2303.0	90.05886619874266	1.0	-0.0441604261667412	0.0154741449610325
txid1433999	2.442272972036298	0.7492304591931143	0.9648514914277898	5.748565720818216	Domibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	genus	N7677	3719988.5	44.0	3656.5	86.05274982809522	1.0	-0.7225895494877771	0.272174923101325
txid1434006	7.499999999999999	1.25	8.692557798018635	29.452431127404317	Fretibacterium	Synergistaceae	Synergistales	Synergistia	Synergistetes	Bacteria	genus	G000210715	2728333.0	63.0	2357.0	87.24723118475642	0.0	-0.119552369609747	0.0445852373868264
txid1434010	1.0969613104865237	0.5095338115302607	0.18864021305099124	1.7559582717789022	Jatrophihabitans	Jatrophihabitantaceae	Jatrophihabitantales	Actinomycetia	Actinobacteria	Bacteria	genus	G900129455	4480046.0	72.94	4211.0	93.04016074834944	1.0	-0.138486322649114	0.0514763069216997
txid1434011	2.1943576221780403	0.4712823221018619	0.3444359176908568	3.248915602655416	Komagataeibacter	Acetobacteraceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N8199	3636659.0	60.58	3351.0	86.56181867627876	5.0	-0.34285690033624605	0.132615206252978
txid1434014	1.7320508075688772	0.8944271909999159	0.900951225712778	4.866934411168334	Lentibacter	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	G900107355	3293487.0	55.66	3265.0	91.51270370886542	2.0	-0.423469606986766	0.161995917527221
txid1434015	1.75	0.15	0.030041479749952395	0.8246680715673207	Limimonas	Rhodovibrionaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	G900100655	3039361.0	69.48	2828.0	88.06387263638639	3.0	-0.0847321118089461	0.0355993687218329
txid1434019	2.6	0.8	1.1728612573401895	6.534512719466767	Mameliella	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	G000807715	5837382.0	65.01	5761.0	90.31403118726854	1.0	-0.42261975935506796	0.15786734195600302
txid1434034	0.75	0.6	0.15550883635269472	1.413716694115407	Pricia	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	genus	G900101815	4851997.0	43.79	4185.0	88.13556562380398	1.0	-0.11731029918059402	0.060685753051255995
txid1434042	3.5	0.65	1.0895108772496351	7.147123286916777	Salisediminibacterium	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	genus	G900111285	2937914.0	47.14	2775.0	87.85284388855493	1.0	-0.32478717501787396	0.14765942380442001
txid1445504	2.946183972531247	1.6431676725154984	5.0861174139210465	15.208683333672585	Gynuella	Saccharospirillaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	G000940805	6475959.0	48.63	5371.0	87.49956570138878	4.0	-0.350939001108135	0.15116392306530302
txid1481960	4.0	0.8660254037844386	2.186150799795388	10.882796185405306	Peptoclostridium	Peptostreptococcaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	genus	N3341	3229834.5	42.68	3013.5	86.67560378450631	6.0	-0.5949715537087515	0.224379731640583
txid1494427	4.605779351596908	0.3256777812163153	0.3742335831459623	4.712388980384691	Tepidibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	genus	G001561915	2963953.0	36.1	2966.0	89.19432932978356	0.0	-0.34950142805725	0.14300425344210402
txid1495038	0.9	0.45	0.11928234606598745	1.2723450247038663	Mesoaciditoga	Mesoaciditogaceae	Mesoaciditogales	Thermotogae	Thermotogae	Bacteria	genus	G000745455	2172469.0	39.85	2069.0	88.9280353367528	1.0	-0.055961963833894006	0.0266624784841906
txid1501226	6.634003316248792	1.5198684153570663	11.116721153719663	31.676088445204037	Romboutsia	Peptostreptococcaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	genus	G000499525	3735762.0	27.98	3843.0	86.44605839451228	1.0	-0.590882331351439	0.24191863721725
txid1501433	4.4721359549995805	4.4721359549995805	46.83209820693819	62.83185307179586	Kamptonema	Microcoleaceae	Oscillatoriales		Cyanobacteria	Bacteria	genus	N4677	6785382.5	43.415	5713.0	84.06344090286352	1.0	-0.22304497424264053	0.1064650804926795
txid1502725	2.6457513110645907	0.6708203932499369	0.8560479699064094	5.575773835391054	Effusibacillus	Alicyclobacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	genus	G000376225	3363524.0	54.82	3503.0	86.1794356157411	0.0	-0.2756182836232561	0.128036401524066
txid1505664	4.012441829858533	0.8859213705594551	2.2886301702633767	11.167444429124286	Gottschalkia	Gottschalkiaceae	Tissierellales	Tissierellia	Firmicutes	Bacteria	genus	N3688	3252776.0	29.375	3166.5	83.37581892633261	3.5	-0.21354851046927598	0.1028797184480939
txid1506553	6.70820393249937	0.6324555320336759	2.041213830873577	13.3286488144751	Lachnoclostridium	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	genus	N4072	3114416.0	50.74	2593.0	86.12587400013358	0.0	-1.09092174203061	0.320334416846961
txid1508657	3.1720626885091425	0.6156487197424187	0.881797663933131	6.135141941509684	Ruminiclostridium	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	genus	N3353	4692483.5	37.265	4124.0	87.90115677501822	1.0	-0.3643480014129235	0.1425150761318085
txid1518147	1.2649110640673518	0.4472135954999579	0.17527571621245294	1.7771531752633465	Wenyingzhuangia	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	genus	G900130035	3242070.0	31.22	2763.0	92.03897509924215	1.0	-0.38819760422618105	0.17315961373599997
txid1518149	1.7883599301201811	0.6021316913644736	0.4484905263503263	3.382955529285574	Thalassotalea	Colwelliaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N6284	3861670.0	38.76	3306.0	87.64570768605292	1.0	-0.5768941080136961	0.23745654901565302
txid1522056	2.0	0.45	0.2942297869627691	2.827433388230814	Flaviflexus	Actinomycetaceae	Actinomycetales	Actinomycetia	Actinobacteria	Bacteria	genus	G001375495	2633477.0	59.12	2453.0	87.75011135468432	2.0	-0.378394046278075	0.126811499736788
txid1522431	1.25	0.55	0.2534218073895767	2.159844949342983	Thermosulfurimonas	Thermodesulfobacteriaceae	Thermodesulfobacteriales	Thermodesulfobacteria	Thermodesulfobacteria	Bacteria	genus	G001652585	2119932.0	50.12	2135.0	94.55878773470093	1.0	-0.15371895737991	0.0688188204751309
txid1524249	1.4866068747318506	0.5916079783099616	0.3544434958994215	2.762994571880774	Pseudohongiella			Gammaproteobacteria	Proteobacteria	Bacteria	genus	G001444425	3345119.0	54.0	3062.0	93.67254199327438	2.0	-0.247552188558546	0.111772177071107
txid1525371	1.5811388300841898	0.4898979485566357	0.2638937829015427	2.4334672055841677	Neorhizobium	Rhizobiaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	G000731315	6455027.0	61.23	6172.0	88.58333202944	3.0	-0.46608600321821103	0.156453442332212
txid1541818	2.47343526020784	0.7223166308571448	0.9146631706153404	5.612780191077748	Sedimentitalea	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	G000473225	4948550.0	60.77	4827.0	89.55362681997757	2.0	-0.269762600754684	0.10187889871189501
txid1541822	1.6970562748477145	0.5291502622129179	0.3318971999629849	2.8211432060493595	Pseudophaeobacter	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	G000473205	5049234.0	59.27	4813.0	87.99324808475899	5.0	-0.5973286191789301	0.232814932251531
txid1543703	4.69041575982343	0.3872983346207417	0.5373674184654643	5.7069864660427285	Desulfuribacillus		Bacillales	Bacilli	Firmicutes	Bacteria	genus	G001742305	3119699.0	38.18	3046.0	88.46988122892625	1.0	-0.41998643829862603	0.17449290307267498
txid1543704	1.624807680927192	0.848528137423857	0.7588633115277833	4.331298194028052	Niveispirillum	Azospirillaceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	G000429645	5455784.0	62.97	4708.0	90.11243846897163	0.0	-0.4716736591552199	0.194541950853292
txid1604279	1.8973665961010275	0.7483314773547882	0.7247942896471751	4.460619068312843	Cribrihabitans	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	G900109035	4175922.0	65.97	4014.0	90.96513296943763	1.0	-0.204463679956576	0.0738892912969652
txid1606872	1.9748417658131496	0.5477225575051661	0.42229309968947537	3.3981520197416937	Flavimarina	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	genus	G000733945	4140757.0	40.15	3534.0	89.10732989161161	2.0	-0.29152910989680897	0.132738129579221
txid1608404	2.449489742783178	0.6324555320336759	0.7032993096584776	4.866934411168334	Puniceibacterium	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	G001038505	5563485.0	60.46	5362.0	89.96945260030357	2.0	-0.310798963416	0.12485613833798802
txid1609627	3.75	0.6	1.0037388528219389	7.0685834705770345	Hydrogenibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	genus	G001543875	2592181.0	66.03	2631.0	85.99839285914062	1.0	-0.157019637493631	0.06709056316991599
txid1612157	9.211558703193813	1.510083060695098	15.577308568770391	43.70024106715866	Pararhodospirillum	Rhodospirillaceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	G000284415	3876289.0	64.74	3513.0	87.24016707732576	2.0	-0.277778727234261	0.106007235956193
txid1621534	1.3480061545972777	0.4364494543886886	0.1768157713676451	1.848313785475306	Paraglaciecola	Alteromonadaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N7134	5265460.0	44.04	4606.0	87.64630250728331	1.0	-0.46104235238356606	0.188717940594197
txid1649279	2.5	0.5	0.4581489286485115	3.9269908169872414	Epibacterium	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	G900102795	3994069.0	52.8	3881.0	89.56309968605949	1.0	-0.609353890020651	0.22170375190266
txid1649295	2.2369522131196637	0.9814022911348536	1.4425313068171781	6.896895517242067	Franconibacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	G000621185	4710926.0	56.56	4316.0	88.2776761935976	0.0	-1.01092031171976	0.33012143962617496
txid1649298	1.9364916731037085	1.0	1.2591176156909551	6.083668013960417	Siccibacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	G000463155	4236729.0	57.85	3885.0	87.6850513686384	0.0	-1.04651681895622	0.33718166584027903
txid1649453	1.224744871391589	1.224744871391589	0.9619123726213976	4.712388980384689	Gimesia	Planctomycetaceae	Planctomycetales	Planctomycetia	Planctomycetes	Bacteria	genus	G000181475	7777997.0	50.45	6071.0	86.99328374644527	2.0	-0.215807653011797	0.0968721019119301
txid1649468	2.6457513110645907	0.5916079783099616	0.6730799648922579	4.917370311728509	Melaminivora	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	genus	G000282995	3007775.0	69.49	3351.0	91.24921245771375	1.0	-0.252930023222645	0.0855058995224461
txid1649476	2.8284271247461903	1.095445115010332	2.3215855303222908	9.733868822336671	Parafilimonas	Chitinophagaceae	Chitinophagales	Chitinophagia	Bacteroidetes	Bacteria	genus	G900115755	4985410.0	39.58	4260.0	89.6075949620994	1.0	-0.21082337771352802	0.10502335918987
txid1649480	1.284523257866513	1.284523257866513	1.1097484283266326	5.18362787842316	Planctopirus	Planctomycetaceae	Planctomycetales	Planctomycetia	Planctomycetes	Bacteria	genus	N3411	5605164.0	53.730000000000004	4487.5	84.88938757698301	1.5	-0.2562532396580035	0.0975132106369106
txid1649481	1.5	0.85	0.6903977105498319	4.005530633326987	Pseudodonghicola	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	G000429365	4728486.0	63.58	4511.0	89.27134393545843	1.0	-0.41245433585795	0.152644595637444
txid1649486	1.2576039269523234	0.468570531085106	0.18909590505816867	1.851265592192508	Rhizorhabdus	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N6607	4887123.5	66.245	4704.0	90.55276918636451	1.5	-0.3402296217349595	0.11924165617259
txid1649490	1.1224972160321824	1.1224972160321824	0.7405500915879567	3.95840674352314	Rubinisphaera	Planctomycetaceae	Planctomycetales	Planctomycetia	Planctomycetes	Bacteria	genus	G000165715	6006602.0	56.45	4860.0	86.27536833637389	2.0	-0.27658312807288693	0.12414219013509699
txid1649495	3.7224194364083982	0.4786739858690798	0.6408688816334883	5.597769425462719	Seonamhaeicola	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	genus	G001971785	3752836.0	32.26	3263.0	90.64816581380056	2.0	-0.268290387792443	0.12141143911348101
txid1649642	1.51671841207315	0.4738137220537587	0.23755142925799885	2.2576804156089105	Oleiagrimonas	Rhodanobacteraceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	G000761445	3379958.0	66.29	2977.0	89.31936432346201	1.0	-0.19972353642713603	0.0759898043932189
txid1653176	1.6369098880396822	1.06128151506642	1.1285688522517496	5.457644520041368	Cereibacter	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N8566	4557127.0	68.23	4351.0	89.23879014124468	3.0	-0.30033919615300203	0.126857413217014
txid1656823	1.4142135623730951	0.8660254037844386	0.6629968605077357	3.847649490485592	Halanaeroarchaeum	Halobacteriaceae	Halobacteriales	Halobacteria	Euryarchaeota	Archaea	genus	G001305655	2253500.0	62.76	2307.0	87.88315952962057	1.0	-0.12770963784052802	0.0571489273534743
txid1658781	2.301456778143552	0.5503384501963821	0.5026709842314449	3.9790789147722654	Aliiroseovarius	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	G001307765	3725379.0	58.42	3707.0	87.37647901059195	3.0	-0.729217924664993	0.255264408929921
txid1676142	2.7694764848252458	0.3872983346207417	0.3110620916782243	3.3697151012293767	Wenzhouxiangella	Wenzhouxiangellaceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	G001187785	3675202.0	65.26	3067.0	91.1690296206848	1.0	-0.242509534784093	0.0992575030386432
txid1679449	1.144395432369963	0.5989335544028476	0.2654779265024236	2.1533004587735896	Pseudooceanicola	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N10217	4659730.0	66.1	4463.0	90.01184617992888	1.0	-0.32601339914802696	0.125589269194353
txid1738642	1.095445115010332	0.34641016151377546	0.09236047358641322	1.192150591895532	Pelagirhabdus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	genus	G900096905	2527601.0	37.08	2410.0	88.68749458478615	1.0	-0.4445892652917539	0.187268268485753
txid1738655	1.4142135623730951	0.3872983346207417	0.15139894014603772	1.7207211628636432	Woeseia	Woeseiaceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	G001677435	4059891.0	57.83	3629.0	90.65969997716688	1.0	-0.11563832560441699	0.0562107678029903
txid1742989	1.9859072976714605	0.7884191876069001	0.8368362423560778	4.918877754832606	Glutamicibacter	Micrococcaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	genus	N7230	3918308.0	59.63	3676.0	87.90866502089462	6.0	-0.8624644998219081	0.26184156852929047
txid1742990	1.5865501049788386	0.34641016151377546	0.1372491536414094	1.7266101430418093	Paeniglutamicibacter	Micrococcaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	genus	G000348945	4319900.0	63.0	4029.0	86.62985254288294	1.0	-0.571758947463693	0.18354484361593698
txid1742992	2.23606797749979	0.7871958685061722	0.9599122833006948	5.529905133296556	Paenarthrobacter	Micrococcaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	genus	G000014925	5226648.0	62.43	4819.0	90.06529615156789	6.0	-0.647488942108094	0.199955280441879
txid1742993	1.5926912665094135	0.713877948353668	0.5255457566209198	3.5719505521108887	Pseudarthrobacter	Micrococcaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	genus	N8722	4535320.0	65.96	4246.0	89.96143601774517	4.0	-0.61136114364793	0.19745984682740803
txid1751872	1.6613247725836149	0.6324555320336759	0.4556899816389011	3.3009155182771117	Lacimicrobium	Alteromonadaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	G001466725	4378835.0	50.62	3927.0	89.0042214424613	4.0	-0.389118816423534	0.17943644338029802
txid1763521	1.9364916731037085	1.9364916731037085	3.802292508725261	11.780972450961725	Paludisphaera	Isosphaeraceae	Isosphaerales	Planctomycetia	Planctomycetes	Bacteria	genus	G001956985	7651896.0	66.26	5873.0	86.16554642143595	3.0	-0.131135787481182	0.0556815794863742
txid1769012	2.1213203435596424	0.6324555320336759	0.6002018522851141	4.214888838624436	Arachidicoccus	Chitinophagaceae	Chitinophagales	Chitinophagia	Bacteroidetes	Bacteria	genus	G900107765	4868714.0	42.45	3867.0	86.75223067117929	1.0	-0.7035065840629001	0.283104387153788
txid1769710	1.095445115010332	0.6928203230275509	0.3259107096040317	2.384301183791064	Sellimonas	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	genus	G001280875	3189052.0	45.32	3039.0	89.93493991317794	1.0	-0.6506767666676689	0.236260573944965
txid1769713	100.00000000000004	0.34641016151377546	9.413895164583973	108.82796185405304	Flexilinea	Anaerolineaceae	Anaerolineales	Anaerolineae	Chloroflexi	Bacteria	genus	G001192795	3510630.0	41.4	2808.0	85.7774245648217	2.0	-0.12077235486756699	0.0567849182881776
txid1774589	2.449489742783178	0.3872983346207417	0.2733645417515184	2.98037647973883	Lunatimonas	Cyclobacteriaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	genus	G000390185	5392044.0	46.81	4468.0	89.69370427986122	1.0	-0.235411497185423	0.11752639276487499
txid1775292	1.4832396974191326	0.648074069840786	0.4180127025893081	3.019853384952085	Motiliproteus	Oceanospirillaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	G001968815	6003883.0	46.81	5299.0	85.97910718779829	0.0	-0.506628100951424	0.191371497573552
txid1775424	1.8676900291268013	0.9898464007679532	1.181218067520545	5.8079448151789785	Nioella	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	G001879715	4015438.0	63.61	3912.0	90.56606029030957	1.0	-0.348735462113183	0.134478530788897
txid1778601	2.783157683713741	0.5477225575051661	0.611037828926105	4.789038325952791	Apibacter	Weeksellaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	genus	G001418685	2331098.0	30.48	2114.0	86.65195543044523	2.0	-0.143588552898485	0.0752354312886868
txid1780190	1.697056274847714	0.4866210024238576	0.28545477525850377	2.5944001788221733	Izhakiella	Erwiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	G002006995	5015434.0	54.04	4773.0	87.51986368477783	1.0	-0.727908366075026	0.273384844498261
txid1784836	2.8142494558940587	0.8366600265340756	1.393888489881174	7.397099891149192	Fermentimonas	Dysgonomonadaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	genus	G000953535	2808926.0	37.3	2405.0	91.2037910575074	2.0	-0.132888740132567	0.0676160085076254
txid1792239	0.92	0.47	0.13243410011146556	1.3584246634122266	Caviibacter	Leptotrichiaceae	Fusobacteriales	Fusobacteriia	Fusobacteria	Bacteria	genus	G001517865	1302428.0	27.03	1308.0	92.13676303027883	1.0	-0.178526672265789	0.0888330732337969
txid1792291	2.2449944320643653	1.0392304845413265	1.6104361670773746	7.329545052457867	Marinagarivorans	Cellvibrionaceae	Cellvibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	G001292705	4057827.0	45.06	3263.0	85.30521384967867	1.0	-0.39476557998906703	0.18522486520857004
txid1794910	2.8284271247461903	0.3872983346207417	0.3180070503269765	3.4414423257272864	Anaerosporomusa	Sporomusaceae	Selenomonadales	Negativicutes	Firmicutes	Bacteria	genus	G001611555	3968191.0	47.08	3763.0	85.6598636507164	2.0	-0.128039801951013	0.0626484142565831
txid1820337	0.6928203230275509	0.34641016151377546	0.05441398092702653	0.7539822368615503	Haloparvum	Halorubraceae	Haloferacales	Halobacteria	Euryarchaeota	Archaea	genus	G001462205	3243052.0	68.27	3307.0	85.18309296304841	0.0	-0.15588156233087802	0.0603560598707246
txid1822464	1.6096232376787758	0.65869669679789	0.4721802426207137	3.3308846371675336	Paraburkholderia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	genus	N8589	7546641.5	63.625	6812.5	86.4220056446076	3.5	-0.494701645291558	0.18834845784479648
txid1824856	0.6	0.4	0.058643062867009474	0.7539822368615503	Oceanivirga	Leptotrichiaceae	Fusobacteriales	Fusobacteriia	Fusobacteria	Bacteria	genus	G001517915	1768580.0	25.44	1867.0	91.64165601782221	1.0	-0.139558359765173	0.0783167532029888
txid1827195	1.822840286020504	0.6148404706827225	0.4795345304939321	3.5209587514638345	Caballeronia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	genus	N8588	8202295.0	61.355000000000004	7643.5	84.77236548240464	1.0	-0.4372684433667445	0.1691207345856755
txid1840214	2.8284271247461903	0.4898979485566356	0.5023647566551193	4.353118474162122	Lentimicrobium	Lentimicrobiaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	genus	G001192835	4514407.0	46.74	3427.0	87.86203813701334	2.0	-0.152380874060151	0.0722760000737827
txid1843210	5.799378974847103	0.6324555320336759	1.7507926431577547	11.522888462484126	Anaerocolumna	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	genus	N4421	5420325.0	38.96	4678.0	83.916690941246	1.0	-0.46712696687304794	0.18048875133306302
txid1847725	2.0	0.7071067811865476	0.6928381021858159	4.442882938158366	Lawsonella	Lawsonellaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria	genus	N4706	1887852.5	58.6	1615.5	89.26633747893001	2.0	-0.4720449694398454	0.1521888147571285
txid1849551	0.5477225575051661	0.5477225575051661	0.08603605814318215	0.9424777960769378	Cephaloticoccus	Opitutaceae	Opitutales	Opitutae	Verrucomicrobia	Bacteria	genus	G001580015	2356970.0	63.03	1891.0	85.58598539650484	1.0	-0.21724148555023998	0.084641059607003
txid1849822	2.8284271247461903	0.6708203932499369	0.9206194953614242	5.960752959477659	Paraclostridium	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	genus	G000452245	3604168.0	28.39	3520.0	86.64543384215166	10.0	-0.585917987704166	0.23832565518861398
txid1855416	1.9666231047397205	0.5426125831523246	0.4105520714100456	3.3524388945108576	Qipengyuania	Erythrobacteraceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N9961	2976661.0	63.36	2891.0	91.62252817634862	0.5	-0.3922227884690015	0.1403984396867185
txid1866885	1.812911720586718	0.6185606289332538	0.4723558200340528	3.522968851300769	Mycolicibacterium	Mycobacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria	genus	N5481	6255347.5	67.2	5998.0	92.81072296673872	2.0	-0.23428807721488498	0.0847042115594651
txid1868329	2.15	0.4	0.25342180738957665	2.701769682087222	Xanthomarina	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	genus	G000348685	3055484.0	35.37	2818.0	90.62354769326235	1.0	-0.356226992237423	0.15581290580033
txid1884429	2.017886656054884	0.5879940751175976	0.4871074692253449	3.7275166418615417	Salibacterium	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	genus	N6463	3565400.5	47.55	3619.0	85.99597673873554	0.5	-0.2397569704388085	0.10434114453390149
txid1884449	1.7088408302379403	0.42426406871192857	0.22152063615643608	2.277653930607757	Salipaludibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	genus	N4819	4377312.0	40.67	4087.5	82.46128911108714	4.0	-0.493655588053583	0.202546839411208
txid1905344	1.571623364550171	0.3872983346207417	0.16994334557563234	1.9122469585813453	Ruthenibacterium	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	genus	G001481375	3951525.0	56.65	3793.0	87.1092299808302	1.0	-0.442167449456978	0.160099773933446
txid1906945	3.894506916251594	0.7785593435332897	1.7263033283190374	9.525638001554164	Parageobacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	genus	N6891	3798752.0	43.92	3773.0	85.67497957223847	1.0	-0.4688841100160421	0.181330085819082
txid1911556	22.611915330426456	0.3080070288241023	1.674069257962425	21.880026851963606	Sediminispirochaeta	Spirochaetaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	genus	G000143985	4653970.0	48.97	4288.0	93.30079480529528	2.0	-0.110158033651017	0.0441712240454097
txid1911565	20.0	0.14142135623730953	0.3134187848692864	8.885765876316736	Marispirochaeta	Spirochaetaceae	Spirochaetales	Spirochaetia	Spirochaetes	Bacteria	genus	G001749745	5248051.0	55.7	5039.0	92.5120011219403	3.0	-0.113641964321233	0.0507217977908236
txid1912215	2.23606797749979	0.7	0.7707426145373806	4.917370311728509	Acidipropionibacterium	Propionibacteriaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria	genus	N6797	3028354.0	68.66	2721.0	89.57231136609312	1.0	-0.227616411044957	0.0894670317770958
txid1912216	1.6581753275735058	0.5785015217038155	0.3801738633872026	3.0135945878197616	Cutibacterium	Propionibacteriaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria	genus	N6798	2504656.0	60.11	2326.5	89.9494977540052	1.0	-0.404967892549125	0.133158661397243
txid1912771	2.1169328630254585	0.5320353736538501	0.4311915863258688	3.5383229226174717	Halodesulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Deltaproteobacteria	Proteobacteria	Bacteria	genus	N5294	3545807.0	45.11	3140.0	85.13308291055627	1.0	-0.592876864444777	0.2201187125559
txid1914449	0.9410100955887774	0.2491987158875423	0.04184468958531522	0.7366987883076254	Rugosibacter	Rhodocyclaceae	Rhodocyclales	Betaproteobacteria	Proteobacteria	Bacteria	genus	G000934545	2934611.0	55.15	2876.0	91.67589844105404	2.0	-0.284466515558985	0.13292516636245902
