taxid	length_gmean	width_gmean	volume_gmean	surface_gmean	length_amean	width_amean	volume_amean	surface_amean	shape	length_ranges	width_ranges	sources	species	genus	family	order	class	phylum	kingdom	rank	node	genome	gc	proteins	coding	rrnas	MILC	ENCprime
taxid1969821	1.414213562373095	0.6928203230275509	0.4460835830957613	3.078119592388473	1.5	0.7	0.4874704600820161	3.2986722862692828	rod-shaped	1.0,  2.0	0.6,  0.8	bacdive	Ciceribacter thiooxidans	Ciceribacter	Rhizobiaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	family	N9986	5739470.5	59.435	5485.0	86.81868438224126	3.0	-0.4688947633827665	0.16268786922113
taxid1972431	1.0392304845413265	0.648074069840786	0.2715486140524822	2.115857404537019	1.05	0.6499999999999999	0.2765256033628515	2.144136986075033	rod-shaped	0.9,  1.2	0.6,  0.7	bacdive	Phytobacter ursingii	Phytobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G001022135	6166452.0	52.47	5998.0	86.97581688789599	7.0	-0.85964083751597	0.296795542765824
taxid1972704	1.5748015748023625	0.4582575694955839	0.2345436898175519	2.267176652157334	1.95	0.5	0.3501566811813624	3.0630528372500487	rod-shaped	0.8,  3.1	0.3,  0.7	bacdive	Nocardioides kandeliae	Nocardioides	Nocardioidaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria	genus	N5082	4754646.0	71.48	4519.0	92.2719902213061	1.0	-0.268750810956563	0.104007159931672
taxid1973496	1.2	0.7	0.3720169300625912	2.638937829015426	1.2	0.7	0.3720169300625912	2.638937829015426	filament-shaped	1.2,  1.2	0.7,  0.7	bacdive	Herpetosiphon gulosus	Herpetosiphon	Herpetosiphonaceae	Herpetosiphonales	Chloroflexia	Chloroflexi	Bacteria	genus	N2054	6462921.0	50.825	5531.0	88.44638408313003	2.5	-0.39643343546313603	0.1739018877602595
taxid1974215	2.23606797749979	0.7071067811865476	0.7855417801684584	4.967294132898051	2.25	0.75	0.8835729338221293	5.301437602932776	rod-shaped	2.0,  2.5	0.5,  1.0	bacdive	Vibrio fujianensis	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N9610	5156544.0	45.035	4651.0	86.65773759335582	5.5	-0.9156343469860925	0.299523010049481
taxid1975704	1.2649110640673518	0.6324555320336759	0.3311529421932034	2.513274122871835	1.4	0.65	0.3926663567752492	2.858849314766712	rod-shaped	0.8,  2.0	0.5,  0.8	bacdive	Sphingomonas frigidaeris	Sphingomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N6608	3927122.0	66.41	3646.5	90.8285652835104	1.0	-0.351336510154147	0.127758762068971
taxid1977292	2.48746859276655	0.8532291603080616	1.2596426697011611	6.667655736816877	2.5	0.87	1.313773992424918	6.8329640215578005	rod-shaped	2.25,  2.75	0.7,  1.04	bacdive	Paenibacillus xerothermodurans	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	family	N3029	5982226.0	47.28	5629.0	86.29303919433326	1.0	-0.7305024763539	0.270427874912414
taxid1977320	1.1489125293076057	0.282842712474619	0.0662644593162563	1.020896774779427	1.4	0.3	0.0918915851175014	1.3194689145077134	rod-shaped	0.6,  2.2	0.2,  0.4	bacdive	Primorskyibacter marinus	Primorskyibacter	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	family	N6614	4098947.0	61.13	4018.0	90.327372907174	1.0	-0.367185182240785	0.143669041149155
taxid1977912	1.095445115010332	0.6324555320336759	0.2779136441340878	2.176559237081061	1.15	0.65	0.3097086757663937	2.34834050855837	rod-shaped	0.8,  1.5	0.5,  0.8	bacdive	Henriciella pelagia	Henriciella	Hyphomonadaceae	Hyphomonadales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	G000376805	3277765.0	59.93	3196.0	91.85023941618756	1.0	-0.260111381066301	0.108099730689852
taxid1978412	1.4866068747318506	0.3872983346207417	0.1599275763313613	1.8088045386279643	1.5	0.4	0.171740398396242	1.884955592153876	rod-shaped	1.3,  1.7	0.3,  0.5	bacdive	Sediminibacterium roseum	Sediminibacterium	Chitinophagaceae	Chitinophagales	Chitinophagia	Bacteroidetes	Bacteria	genus	N8794	3233071.0	39.260000000000005	2964.0	93.54387580277236	1.0	-0.574498128136324	0.246233269045447
taxid1981098	1.98997487421324	0.7745966692414834	0.8160802065692798	4.842538596334398	2.0	0.8	0.8712683625955694	5.026548245743669	rod-shaped	1.8,  2.2	0.6,  1.0	bacdive	Sandarakinorhabdus cyanobacteriorum	Sandarakinorhabdus	Sphingosinicellaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N5321	2872641.5	64.985	2734.0	92.69326046054643	1.0	-0.331186448101436	0.1211315559125705
taxid1981099	1.624807680927192	0.848528137423857	0.7588633115277833	4.331298194028051	1.7000000000000002	0.8999999999999999	0.8906415172927062	4.806636759992383	rod-shaped	1.2,  2.2	0.6,  1.2	bacdive	Niveispirillum lacus	Niveispirillum	Azospirillaceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	G000429645	5455784.0	62.97	4708.0	90.11243846897165	0.0	-0.47167365915522	0.194541950853292
taxid1981513	1.897366596101028	0.648074069840786	0.5546195949573696	3.863009429764197	1.9	0.6499999999999999	0.5585817187929599	3.8798669271833934	rod-shaped	1.8,  2.0	0.6,  0.7	bacdive	Pseudomonas profundi	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N6276	5045115.0	62.165000000000006	4601.5	89.02287347525258	4.0	-0.665008983716977	0.24596438826705852
taxid1981892	3.3166247903554003	0.3464101615137754	0.301701726097424	3.6094151616900416	3.75	0.35	0.3495676325588142	4.123340357836604	rod-shaped	2.0,  5.5	0.3,  0.4	bacdive	Roseovarius salinarum	Roseovarius	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N10220	4378526.0	63.59	4285.0	90.14423639759983	1.5	-0.27807013834472	0.10766084626137151
taxid1982042	1.2328828005937953	0.4242640687119284	0.1543017264870077	1.6432661878521226	1.35	0.4499999999999999	0.1908517537055799	1.9085175370557992	rod-shaped	0.8,  1.9	0.3,  0.6	bacdive	Tsuneonella mangrovi	Tsuneonella	Erythrobacteraceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	G001441535	2902267.0	64.69	2844.0	91.77222495380336	1.0	-0.308570486650548	0.109914357990779
taxid1982043	3.3436506994600976	0.6928203230275509	1.1734642473480634	7.2776538154824255	3.45	0.7	1.237918405208278	7.586946258419351	rod-shaped	2.6,  4.3	0.6,  0.8	bacdive	Mangrovitalea sediminis	Mangrovitalea	Marinobacteraceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	family	N7130	3998791.0	56.97	3668.0	91.0664185094396	1.0	-0.44266358532176897	0.18202904559754252
taxid1982103	1.414213562373095	0.5	0.244955260160004	2.221441469079183	1.5	0.5	0.2617993877991494	2.356194490192345	rod-shaped	1.0,  2.0	0.5,  0.5	bacdive	Colwellia echini	Colwellia	Colwelliaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N7136	5373180.0	38.01	4512.0	84.1984634797271	6.0	-0.465963983050725	0.197392739531816
taxid1982110	1.624807680927192	0.7745966692414834	0.643999220805362	3.953916206917585	1.7000000000000002	0.8	0.7204719152232594	4.272566008882119	rod-shaped	1.2,  2.2	0.6,  1.0	bacdive	Hymenobacter profundi	Hymenobacter	Hymenobacteraceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	genus	N8136	5148030.5	58.705	4544.0	86.19454477776344	2.0	-0.5620589039481575	0.235432929814444
taxid1983306	0.8944271909999159	0.5916079783099616	0.1916596032979012	1.6623745764132165	0.9	0.6	0.1979203371761569	1.6964600329384882	rod-shaped	0.8,  1.0	0.5,  0.7	bacdive	Edaphobaculum flavum	Edaphobaculum	Chitinophagaceae	Chitinophagales	Chitinophagia	Bacteroidetes	Bacteria	family	N5687	5410659.0	44.23	4691.0	89.59162451246738	1.0	-0.408389784486228	0.178519652979121
taxid1983706	2.0	0.5	0.3599741582238304	3.141592653589793	2.0	0.5	0.3599741582238304	3.141592653589793	rod-shaped	2.0,  2.0	0.5,  0.5	bacdive	Leucobacter weissii	Leucobacter	Microbacteriaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	genus	N6389	3345346.5	70.255	2947.0	90.932137708189	1.0	-0.3903924298857745	0.14792175261048252
taxid1983720	2.8722813232690148	0.7937253933193772	1.2902952220229134	7.1622111721633805	2.9	0.8	1.323657704712499	7.288494956328319	rod-shaped	2.5,  3.3	0.7,  0.9	bacdive	Alkalihalobacillus alkalilacus	Alkalihalobacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	genus	N4105	4338864.5	39.825	4303.0	85.08903154855537	1.0	-0.584563884741508	0.2305868790406465
taxid1986026	1.095445115010332	0.2449489742783178	0.0477739853954236	0.842977767724887	1.15	0.25	0.0523598775598298	0.9032078879070654	rod-shaped	0.8,  1.5	0.2,  0.3	bacdive	Rhizobium wuzhouense	Rhizobium	Rhizobiaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N10231	6973926.0	59.845	6608.0	87.21358616341865	1.0	-0.5466015372098575	0.189806517410208
taxid1987382	4.701063709417263	0.99498743710662	3.3974025044734724	14.694797538293413	5.55	1.0	4.097160419056689	17.43583922742335	rod-shaped	2.6,  8.5	0.9,  1.1	bacdive	Spirosoma horti	Spirosoma	Cytophagaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	genus	N9309	8129284.0	49.47	6831.0	88.28280194626855	1.0	-0.294853533269174	0.129834992121164
taxid1993540	2.142428528562855	0.7483314773547882	0.8325781569846984	5.036748073167853	2.2	0.75	0.8614836104765762	5.183627878423159	rod-shaped	1.7,  2.7	0.7,  0.8	bacdive	Companilactobacillus nuruki	Companilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	genus	N6511	2448180.0	36.545	2447.5	88.55327174987636	1.0	-0.526586200684201	0.194694898574014
taxid2004485	2.366431913239846	0.7345747068882783	0.8991247257221376	5.461096574410286	2.4	0.735	0.914348662680088	5.541769440932394	rod-shaped	2.0,  2.8	0.71,  0.76	bacdive	Acidovorax kalamii	Acidovorax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	family	N5358	4585682.0	65.5	4148.0	90.67019776031424	1.0	-0.351500160367953	0.142416899931833
taxid2004704	3.4481879299133333	0.5916079783099616	0.8936612512325892	6.408772013040669	3.5	0.6	0.9330530181161686	6.5973445725385655	pleomorphic-shaped	2.9,  4.1	0.5,  0.7	bacdive	Halorubrum trueperi	Halorubrum	Halorubraceae	Haloferacales	Halobacteria	Euryarchaeota	Archaea	genus	N1662	3619738.0	66.86	3571.0	85.53558876011607	1.0	-0.141088496741429	0.0611228310023052
taxid2005072	3.0000000000000004	1.2	2.9405307237600464	11.309733552923255	3.0	1.2	2.9405307237600464	11.309733552923255	rod-shaped	3.0,  3.0	1.2,  1.2	bacdive	Psychromonas aquatilis	Psychromonas	Psychromonadaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N7539	4269789.0	38.864999999999995	3777.0	84.33649134358856	2.0	-0.5290389621096085	0.219254015446607
taxid2005073	2.3473389188611	0.8299397568498571	1.1202078077424709	6.120293387428548	2.4	0.83	1.1488524208832926	6.258052565950868	rod-shaped	1.9,  2.9	0.82,  0.84	bacdive	Mucilaginibacter galii	Mucilaginibacter	Sphingobacteriaceae	Sphingobacteriales	Sphingobacteriia	Bacteroidetes	Bacteria	genus	N7365	7035113.0	43.06	5968.0	87.92643030202292	1.0	-0.551016567794858	0.224148987790175
taxid2006131	2.1908902300206643	0.316227766016838	0.1637932927315342	2.1765592370810616	3.4	0.35	0.3158936863031486	3.7384952577718535	rod-shaped	0.8,  6.0	0.2,  0.5	bacdive	Tenacibaculum aestuariivivum	Tenacibaculum	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	genus	N7765	3322428.0	31.509999999999998	3050.5	89.57201656422754	1.0	-0.328665092974729	0.1535932382495805
taxid2006132	1.7320508075688772	0.4242640687119284	0.2248699409499066	2.308589694291355	2.8	0.4499999999999999	0.4214642894331555	3.958406743523138	rod-shaped	0.6,  5.0	0.3,  0.6	bacdive	Algoriphagus marisflavi	Algoriphagus	Cyclobacteriaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	genus	N9065	4883113.5	41.93	4094.5	90.99428991592501	1.0	-0.4425542665819065	0.1938562963737975
taxid2006564	5.567764362830022	0.2	0.1728220810894653	3.498329523837171	8.75	0.25	0.4254240051736178	6.872233929727672	rod-shaped	2.0,  15.5	0.1,  0.4	bacdive	Carboxylicivirga sediminis	Carboxylicivirga	Marinilabiliaceae	Marinilabiliales	Bacteroidia	Bacteroidetes	Bacteria	family	N6984	4952013.5	40.195	4267.0	87.08226804989107	1.0	-0.24516025567642702	0.11616400835801899
taxid2007307	1.307669683062202	0.3464101615137754	0.1123621679035038	1.4231102638599498	1.4	0.35	0.1234711362707738	1.5393804002589986	rod-shaped	0.9,  1.9	0.3,  0.4	bacdive	Confluentibacter citreus	Confluentibacter	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	family	N6134	3819763.0	35.5	3429.0	90.29981488534403	1.0	-0.330980267965289	0.14853278679115
taxid2008377	1.4387494569938155	0.3464101615137754	0.1247161455480369	1.5657617102326251	1.6	0.35	0.1427133912740113	1.7592918860102842	rod-shaped	0.9,  2.3	0.3,  0.4	bacdive	Apilactobacillus quenuiae	Apilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	genus	N7724	1479955.0	34.56	1460.0	90.16774158673744	1.0	-0.490939892464438	0.195655648511252
taxid2008380	1.131370849898476	0.5916079783099616	0.2567928933825615	2.1027559943293546	1.2000000000000002	0.6	0.2827433388230814	2.261946710584652	rod-shaped	0.8,  1.6	0.5,  0.7	bacdive	Apilactobacillus timberlakei	Apilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	genus	N7724	1479955.0	34.56	1460.0	90.16774158673744	1.0	-0.490939892464438	0.195655648511252
taxid2010915	1.0954451150103324	0.4242640687119284	0.1348719314360152	1.4600803233505002	1.7	0.4499999999999999	0.2465168485363739	2.4033183799961915	rod-shaped	0.4,  3.0	0.3,  0.6	bacdive	Paraglaciecola aestuariivivens	Paraglaciecola	Alteromonadaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N7134	5265460.0	44.04	4606.0	87.64630250728331	1.0	-0.461042352383566	0.188717940594197
taxid2010972	2.4	1.19582607431014	2.2478013529188665	9.01631618405726	2.5	1.2000000000000002	2.375044046113884	9.42477796076938	rod-shaped	1.8,  3.2	1.1,  1.3	bacdive	Caulobacter rhizosphaerae	Caulobacter	Caulobacteraceae	Caulobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N7044	5151448.5	68.075	4660.0	89.3024428374562	2.0	-0.4530516425635305	0.17125707723219252
taxid2010990	1.296148139681572	0.648074069840786	0.356297328938924	2.638937829015426	1.2999999999999998	0.6499999999999999	0.3594832843717068	2.6546457922833744	rod-shaped	1.2,  1.4	0.6,  0.7	bacdive	Paracoccus hibisci	Paracoccus	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N7431	4213283.0	67.36	4057.0	90.00040862771826	1.0	-0.29958801187470097	0.124626205647068
taxid2010992	6.519202405202649	0.4898979485566356	1.1980595070830886	10.033442325100166	9.75	0.5	1.8816830998063867	15.31526418625024	rod-shaped	2.5,  17.0	0.4,  0.6	bacdive	Marivirga harenae	Marivirga	Marivirgaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	family	G001683905	3599540.0	41.56	3225.0	88.07175361296166	0.0	-0.26839570977056	0.127440228808683
taxid2011011	2.796426290821912	0.6928203230275509	0.9671655055029345	6.086587474104761	2.85	0.7	1.007011345169428	6.2674773439116365	rod-shaped	2.3,  3.4	0.6,  0.8	bacdive	Alteribacter populi	Alteribacter	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	genus	G000429705	4023079.0	42.46	3964.0	84.35814956653846	0.0	-0.671137074704818	0.265679919250634
taxid2012477	4.387482193696061	0.5916079783099616	1.1518632476152388	8.154536139618218	4.5	0.6	1.21579635693925	8.482300164692441	rod-shaped	3.5,  5.5	0.5,  0.7	bacdive	Lactobacillus porci	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	genus	N6932	1753049.5	35.44	1813.5	89.2320916731542	1.0	-0.6999767182387385	0.23788106767123252
taxid2012495	2.479919353527449	0.3674234614174767	0.2499569372302343	2.8625581311135746	2.8	0.375	0.2954446997467744	3.2986722862692828	rod-shaped	1.5,  4.1	0.3,  0.45	bacdive	Lactobacillus panisapium	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	genus	N6932	1753049.5	35.44	1813.5	89.2320916731542	1.0	-0.6999767182387385	0.23788106767123252
taxid2013562	0.7348469228349535	0.7348469228349535	0.2077730724862219	1.6964600329384885	0.75	0.75	0.2208932334555323	1.7671458676442586	coccus-shaped	0.6,  0.9	0.6,  0.9	bacdive	Siccirubricoccus deserti	Siccirubricoccus	Acetobacteraceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria	family	N4940	3505604.0	59.34	3351.0	89.68015674917137	1.0	-0.396447527038919	0.143390456712581
taxid2013869	1.224744871391589	0.7	0.3815398725693766	2.6933546433399145	1.25	0.7	0.3912591850658287	2.748893571891069	rod-shaped	1.0,  1.5	0.7,  0.7	bacdive	Agaribacterium haliotis	Agaribacterium	Cellvibrionaceae	Cellvibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	family	N7121	4539432.0	50.870000000000005	3823.5	88.50608990541448	1.0	-0.45518487305051947	0.1962700851793375
taxid2014805	1.13	0.38	0.1137895331105735	1.3489998854514569	1.13	0.38	0.1137895331105735	1.3489998854514569	rod-shaped	1.13,  1.13	0.38,  0.38	bacdive	Mesorhizobium wenxiniae	Mesorhizobium	Phyllobacteriaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N10297	6564160.0	63.02	6301.0	87.87273605000098	1.0	-0.307774890157027	0.107317308062013
taxid2017483	1.5099668870541498	0.3464101615137754	0.1314282302005896	1.6432661878521224	1.5499999999999998	0.35	0.1379028275232019	1.704314014572463	rod-shaped	1.2,  1.9	0.3,  0.4	bacdive	Virgibacillus phasianinus	Virgibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	genus	N6059	4353177.0	37.22	4151.0	84.26046625124211	1.0	-0.472714270057258	0.194428801373267
taxid2017544	2.6076809620810595	0.5916079783099616	0.6626148311322101	4.8466130931396485	2.85	0.6	0.7492698478811657	5.372123437638546	rod-shaped	1.7,  4.0	0.5,  0.7	bacdive	Shewanella intestini	Shewanella	Shewanellaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N6292	4961143.0	45.245000000000005	4251.5	85.45548102719445	5.5	-0.6663267943789091	0.24842336314493052
taxid2018668	3.605551275463989	0.8774964387392122	2.0035902958817013	9.939554318725987	3.8	0.9	2.226603793231766	10.744246875277092	rod-shaped	2.6,  5.0	0.7,  1.1	bacdive	Desulfosporosinus nitroreducens	Desulfosporosinus	Peptococcaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	genus	N3323	5660978.0	42.11	5428.0	83.90158318502519	3.0	-0.175140942828867	0.0822623832485021
taxid2018669	3.07408522978788	0.9	1.764796770112545	8.691771216969446	3.3	0.9	1.9085175370558	9.330530181161684	rod-shaped	2.1,  4.5	0.9,  0.9	bacdive	Desulfosporosinus fructosivorans	Desulfosporosinus	Peptococcaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	genus	N3323	5660978.0	42.11	5428.0	83.90158318502519	3.0	-0.175140942828867	0.0822623832485021
taxid2019431	1.876166303929372	0.6928203230275509	0.6202356637972251	4.083587099117708	1.9	0.7	0.6414085001079161	4.178318229274425	rod-shaped	1.6,  2.2	0.6,  0.8	bacdive	Thauera propionica	Thauera	Zoogloeaceae	Rhodocyclales	Betaproteobacteria	Proteobacteria	Bacteria	genus	N5344	4226227.0	66.16499999999999	3869.5	91.00780928002213	1.5	-0.339674430590139	0.1459385721620045
taxid2019569	0.8660254037844387	0.4242640687119284	0.102438483864097	1.1542948471456775	1.0	0.4499999999999999	0.1351866588747857	1.413716694115407	rod-shaped	0.5,  1.5	0.3,  0.6	bacdive	Alcanivorax mobilis	Alcanivorax	Alcanivoracaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N5396	3898840.0	59.545	3583.5	89.32452205364066	1.5	-0.385646882755646	0.171839068105837
taxid2020703	2.449489742783178	0.316227766016838	0.1841036509694495	2.433467205584168	2.5	0.35	0.2293035387885799	2.748893571891069	rod-shaped	2.0,  3.0	0.2,  0.5	bacdive	Lentzea cavernae	Lentzea	Pseudonocardiaceae	Pseudonocardiales	Actinomycetia	Actinobacteria	Bacteria	genus	N7189	9997872.0	68.94	9757.0	91.827197477247	3.0	-0.32222687060141	0.115054589606019
taxid2020714	1.6431676725154984	0.316227766016838	0.1207752636599431	1.6324194278107964	1.85	0.35	0.1667662100280581	2.034181243199391	rod-shaped	1.0,  2.7	0.2,  0.5	bacdive	Olleya algicola	Olleya	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	genus	G000518485	3343709.0	31.8	3050.0	91.6032465743879	1.0	-0.254011686036549	0.123793979752109
taxid2020715	2.4919871588754225	0.565685424949238	0.5789139327526944	4.428642892110942	2.5	0.6000000000000001	0.6503096792930873	4.712388980384691	rod-shaped	2.3,  2.7	0.4,  0.8	bacdive	Thalassotalea litorea	Thalassotalea	Colwelliaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria	genus	N6284	3861670.0	38.76	3306.0	87.64570768605292	1.0	-0.576894108013696	0.237456549015653
taxid2020716	1.9364916731037085	0.7071067811865476	0.6678984405334198	4.301802907159107	2.0	0.75	0.7731263170943632	4.71238898038469	rod-shaped	1.5,  2.5	0.5,  1.0	bacdive	Paenibacillus konkukensis	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	family	N3029	5982226.0	47.28	5629.0	86.29303919433326	1.0	-0.7305024763539	0.270427874912414
taxid2021314	1.414213562373095	0.4183300132670377	0.1752103838044473	1.8585912784636849	1.5	0.425	0.192696621266477	2.002765316663493	rod-shaped	1.0,  2.0	0.35,  0.5	bacdive	Fictibacillus aquaticus	Fictibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	genus	N3746	4171218.0	41.39	4320.0	86.15282953270818	1.0	-0.8438600186367	0.300266625921677
taxid2021971	0.7071067811865476	0.7071067811865476	0.1851201224232653	1.5707963267948968	0.75	0.75	0.2208932334555323	1.7671458676442586	coccus-shaped	0.5,  1.0	0.5,  1.0	bacdive	Streptococcus respiraculi	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	genus	N4854	2073661.0	39.25	1992.0	87.23205281012194	1.0	-0.861382281831567	0.299878979533519
taxid2022337	1.6583123951777	0.3464101615137754	0.1454094649560093	1.8047075808450208	1.8	0.35	0.1619556462772488	1.97920337176157	rod-shaped	1.1,  2.5	0.3,  0.4	bacdive	Polaribacter staleyi	Polaribacter	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	genus	N8147	3049914.0	30.515	2681.0	89.90192677337986	2.5	-0.2077018908369955	0.103934050335987
taxid2022747	2.121320343559643	0.7745966692414834	0.8779753008064242	5.162163488590929	2.15	0.8	0.9466665862817244	5.403539364174444	rod-shaped	1.8,  2.5	0.6,  1.0	bacdive	Elstera cyanobacteriorum	Elstera	Rhodospirillaceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	G000963705	3832037.0	61.22	4898.0	88.76391329206893	1.0	-0.368476571105258	0.148067617094927
taxid2022802	1.3416407864998738	0.7745966692414834	0.510559965514457	3.2648388556215924	1.4	0.8	0.5696754678509491	3.518583772020568	rod-shaped	1.0,  1.8	0.6,  1.0	bacdive	Flavobacterium cyanobacteriorum	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	genus	N8152	3800950.0	34.599999999999994	3342.0	89.96040755237209	1.0	-0.493533747393993	0.2033681146209545
taxid2023067	1.2	0.848528137423857	0.5186402274016941	3.198875715474024	1.3	0.8999999999999999	0.636172512351933	3.6756634047000576	rod-shaped	0.8,  1.8	0.6,  1.2	bacdive	Flavobacterium aurantiibacter	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	genus	N8152	3800950.0	34.599999999999994	3342.0	89.96040755237209	1.0	-0.493533747393993	0.2033681146209545
taxid2023240	3.0000000000000004	0.316227766016838	0.2273406254644045	2.980376479738831	5.0	0.35	0.4698317263290485	5.497787143782138	rod-shaped	1.0,  9.0	0.2,  0.5	bacdive	Winogradskyella tangerina	Winogradskyella	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	genus	N9682	3825707.0	32.4	3492.0	91.44040935290474	2.0	-0.278354497935599	0.121587055650973
taxid2023261	1.296148139681572	0.8944271909999159	0.6270655018897879	3.642080218098456	1.2999999999999998	0.9	0.6361725123519331	3.6756634047000576	rod-shaped	1.2,  1.4	0.8,  1.0	bacdive	Paracoccus hibiscisoli	Paracoccus	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	genus	N7431	4213283.0	67.36	4057.0	90.00040862771826	1.0	-0.29958801187470097	0.124626205647068
taxid2023265	1.2369316876852985	0.3872983346207417	0.1305134113285198	1.5050163487650254	1.3	0.4	0.1466076571675237	1.6336281798666925	rod-shaped	0.9,  1.7	0.3,  0.5	bacdive	Flavobacterium soyangense	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	genus	N8152	3800950.0	34.599999999999994	3342.0	89.96040755237209	1.0	-0.493533747393993	0.2033681146209545
taxid2024526	1.7888543819998317	0.316227766016838	0.1322174710659844	1.7771531752633467	2.4	0.35	0.2196824112869612	2.638937829015426	rod-shaped	0.8,  4.0	0.2,  0.5	bacdive	Flavobacterium sediminilitoris	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	genus	N8152	3800950.0	34.599999999999994	3342.0	89.96040755237209	1.0	-0.493533747393993	0.2033681146209545
taxid2024550	0.9797958971132712	0.447213595499958	0.1304899305159546	1.3765769302909143	1.0	0.45	0.1351866588747858	1.413716694115407	rod-shaped	0.8,  1.2	0.4,  0.5	bacdive	Uliginosibacterium sediminicola	Uliginosibacterium	Zoogloeaceae	Rhodocyclales	Betaproteobacteria	Proteobacteria	Bacteria	genus	G000373965	5021710.0	56.57	4657.0	89.38724060130912	0.0	-0.468666936096544	0.173739786689659
